ame	ncbi	ko	pathway	pathname
412419	XP_016766857	K04688	map04361	Axon regeneration
412419	XP_016766857	K04688	map04371	Apelin signaling pathway
412419	XP_016766857	K04688	map04666	Fc gamma R-mediated phagocytosis
412419	XP_016766857	K04688	map04714	Thermogenesis
412419	XP_016766857	K04688	map04910	Insulin signaling pathway
412419	XP_016766857	K04688	map04931	Insulin resistance
412419	XP_016766857	K04688	map05131	Shigellosis
412419	XP_016766857	K04688	map05163	Human cytomegalovirus infection
412419	XP_016766857	K04688	map05165	Human papillomavirus infection
412419	XP_016766857	K04688	map05170	Human immunodeficiency virus 1 infection
412419	XP_016766857	K04688	map05200	Pathways in cancer
412419	XP_016766857	K04688	map05205	Proteoglycans in cancer
412419	XP_016766857	K04688	map05207	Chemical carcinogenesis - receptor activation
412419	XP_016766857	K04688	map05210	Colorectal cancer
412419	XP_016766857	K04688	map05212	Pancreatic cancer
412419	XP_016766857	K04688	map05221	Acute myeloid leukemia
412419	XP_016766857	K04688	map05224	Breast cancer
412419	XP_016766857	K04688	map05225	Hepatocellular carcinoma
412419	XP_016766857	K04688	map05226	Gastric cancer
412419	XP_016766857	K04688	map05231	Choline metabolism in cancer
412419	XP_016766857	K04688	map05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
412422	XP_006563372	K15144	map01522	Endocrine resistance
412422	XP_006563372	K15144	map04919	Thyroid hormone signaling pathway
412423	XP_006558681	K00738	map00510	N-Glycan biosynthesis
412423	XP_006558681	K00738	map00513	Various types of N-glycan biosynthesis
412423	XP_006558681	K00738	map01100	
412424	XP_006559341	K15104		
412426	XP_026296830			
412427	NP_001159378	K02156	map04320	Dorso-ventral axis formation
412430	XP_006558342			
412431	XP_006562424	K14610	map04977	Vitamin digestion and absorption
412432	XP_026295499	K09054	map04141	Protein processing in endoplasmic reticulum
412432	XP_026295499	K09054	map05010	Alzheimer disease
412432	XP_026295499	K09054	map05012	Parkinson disease
412432	XP_026295499	K09054	map05014	Amyotrophic lateral sclerosis
412432	XP_026295499	K09054	map05022	Pathways of neurodegeneration - multiple diseases
412432	XP_026295499	K09054	map05417	Lipid and atherosclerosis
412435	XP_395892	K15276		
412436	XP_016771951	K17580		
412439	XP_016768833	K22738		
412442	XP_395899	K11161	map00830	Retinol metabolism
412442	XP_395899	K11161	map01100	
412442	XP_395899	K11161	map01240	Biosynthesis of cofactors
412443	XP_006557288			
412444	XP_006558948			
412445	XP_016767934	K05901	map00740	Riboflavin metabolism
412445	XP_016767934	K05901	map00860	Porphyrin metabolism
412445	XP_016767934	K05901	map01100	
412445	XP_016767934	K05901	map01110	Biosynthesis of secondary metabolites
412446	XP_395903	K17541		
412448	XP_395905	K14709	map05010	Alzheimer disease
412448	XP_395905	K14709	map05012	Parkinson disease
412449	XP_395906	K16465		
412451	XP_026299010	K21437		
412452	XP_006559330	K09113	map04931	Insulin resistance
412452	XP_006559330	K09113	map04932	Non-alcoholic fatty liver disease
412453	XP_006557644	K20799		
412454	XP_026297790	K12600	map03018	RNA degradation
412455	XP_006557792	K12236	map05165	Human papillomavirus infection
412456	XP_395913	K12366	map04062	Chemokine signaling pathway
412456	XP_395913	K12366	map04148	Efferocytosis
412456	XP_395913	K12366	map05100	Bacterial invasion of epithelial cells
412456	XP_395913	K12366	map05131	Shigellosis
412456	XP_395913	K12366	map05132	Salmonella infection
412456	XP_395913	K12366	map05135	Yersinia infection
412457	XP_006567213			
412458	XP_026299083	K15890	map00900	Terpenoid backbone biosynthesis
412458	XP_026299083	K15890	map00981	Insect hormone biosynthesis
412458	XP_026299083	K15890	map01110	Biosynthesis of secondary metabolites
412459	XP_006559790	K21437		
412460	XP_006565218	K01758	map00260	Glycine, serine and threonine metabolism
412460	XP_006565218	K01758	map00270	Cysteine and methionine metabolism
412460	XP_006565218	K01758	map00450	Selenocompound metabolism
412460	XP_006565218	K01758	map00670	One carbon pool by folate
412460	XP_006565218	K01758	map01100	
412460	XP_006565218	K01758	map01110	Biosynthesis of secondary metabolites
412460	XP_006565218	K01758	map01230	Biosynthesis of amino acids
412464	XP_395921	K14317	map03013	Nucleocytoplasmic transport
412464	XP_395921	K14317	map05014	Amyotrophic lateral sclerosis
412465	XP_006557711	K06571	map05202	Transcriptional misregulation in cancer
412467	XP_395924	K00602	map00230	Purine metabolism
412467	XP_395924	K00602	map00670	One carbon pool by folate
412467	XP_395924	K00602	map01100	
412467	XP_395924	K00602	map01110	Biosynthesis of secondary metabolites
412467	XP_395924	K00602	map01523	Antifolate resistance
412468	XP_026296432	K27496		
412470	XP_016772417	K04372	map04010	MAPK signaling pathway
412470	XP_016772417	K04372	map04066	HIF-1 signaling pathway
412470	XP_016772417	K04372	map04910	Insulin signaling pathway
412471	XP_006558773	K13596	map04060	Cytokine-cytokine receptor interaction
412471	XP_006558773	K13596	map04350	TGF-beta signaling pathway
412471	XP_006558773	K13596	map04550	Signaling pathways regulating pluripotency of stem cells
412471	XP_006558773	K13596	map05418	Fluid shear stress and atherosclerosis
412472	XP_006558740	K11790		
412473	XP_395930	K02902	map03010	Ribosome
412475	XP_006559124	K08706		
412476	XP_006559127			
412478	XP_003250277	K13216		
412480	XP_395937	K14849		
412481	XP_395938	K19600		
412484	NP_001157188	K01446	map04624	Toll and Imd signaling pathway
412487	XP_026296548	K17095	map05014	Amyotrophic lateral sclerosis
412488	XP_395945	K10744	map03030	DNA replication
412489	XP_016772338	K06316		
412491	XP_016768705			
412495	XP_006569606	K24736		
412503	XP_026301321	K13577	map04964	Proximal tubule bicarbonate reclamation
412504	XP_016769083			
412505	XP_395961	K09540	map03060	Protein export
412505	XP_395961	K09540	map04141	Protein processing in endoplasmic reticulum
412506	XP_395962			
412508	XP_006564561	K09291	map03013	Nucleocytoplasmic transport
412508	XP_006564561	K09291	map05014	Amyotrophic lateral sclerosis
412508	XP_006564561	K09291	map05200	Pathways in cancer
412508	XP_006564561	K09291	map05216	Thyroid cancer
412509	NP_001229315	K13145		
412510	XP_026298837	K21411		
412511	XP_006562013	K23583	map03013	Nucleocytoplasmic transport
412511	XP_006562013	K23583	map05132	Salmonella infection
412511	XP_006562013	K23583	map05207	Chemical carcinogenesis - receptor activation
412513	XP_026301566			
412515	XP_006571990			
412516	XP_395972	K16487		
412521	XP_016768748	K12613	map03018	RNA degradation
412522	XP_625073	K00162	map00010	Glycolysis / Gluconeogenesis
412522	XP_625073	K00162	map00020	Citrate cycle (TCA cycle)
412522	XP_625073	K00162	map00620	Pyruvate metabolism
412522	XP_625073	K00162	map00785	Lipoic acid metabolism
412522	XP_625073	K00162	map01100	
412522	XP_625073	K00162	map01110	Biosynthesis of secondary metabolites
412522	XP_625073	K00162	map01120	Microbial metabolism in diverse environments
412522	XP_625073	K00162	map01200	Carbon metabolism
412522	XP_625073	K00162	map01210	2-Oxocarboxylic acid metabolism
412522	XP_625073	K00162	map04066	HIF-1 signaling pathway
412522	XP_625073	K00162	map04922	Glucagon signaling pathway
412522	XP_625073	K00162	map05230	Central carbon metabolism in cancer
412522	XP_625073	K00162	map05415	Diabetic cardiomyopathy
412523	XP_016773380			
412524	XP_003249558	K16056	map04020	Calcium signaling pathway
412524	XP_003249558	K16056	map04024	cAMP signaling pathway
412524	XP_003249558	K16056	map04611	Platelet activation
412524	XP_003249558	K16056	map04924	Renin secretion
412524	XP_003249558	K16056	map04925	Aldosterone synthesis and secretion
412524	XP_003249558	K16056	map04927	Cortisol synthesis and secretion
412524	XP_003249558	K16056	map04934	Cushing syndrome
412524	XP_003249558	K16056	map05340	Primary immunodeficiency
412526	XP_395981	K09584	map04141	Protein processing in endoplasmic reticulum
412528	XP_006562598	K17622		
412529	XP_003249854	K07293	map04013	MAPK signaling pathway - fly
412529	XP_003249854	K07293	map04014	Ras signaling pathway
412529	XP_003249854	K07293	map04072	Phospholipase D signaling pathway
412529	XP_003249854	K07293	map04148	Efferocytosis
412529	XP_003249854	K07293	map04360	Axon guidance
412529	XP_003249854	K07293	map04625	C-type lectin receptor signaling pathway
412529	XP_003249854	K07293	map04630	JAK-STAT signaling pathway
412529	XP_003249854	K07293	map04650	Natural killer cell mediated cytotoxicity
412529	XP_003249854	K07293	map04660	T cell receptor signaling pathway
412529	XP_003249854	K07293	map04670	Leukocyte transendothelial migration
412529	XP_003249854	K07293	map04722	Neurotrophin signaling pathway
412529	XP_003249854	K07293	map04920	Adipocytokine signaling pathway
412529	XP_003249854	K07293	map04931	Insulin resistance
412529	XP_003249854	K07293	map05120	Epithelial cell signaling in Helicobacter pylori infection
412529	XP_003249854	K07293	map05130	Pathogenic Escherichia coli infection
412529	XP_003249854	K07293	map05168	Herpes simplex virus 1 infection
412529	XP_003249854	K07293	map05205	Proteoglycans in cancer
412529	XP_003249854	K07293	map05208	Chemical carcinogenesis - reactive oxygen species
412529	XP_003249854	K07293	map05211	Renal cell carcinoma
412529	XP_003249854	K07293	map05220	Chronic myeloid leukemia
412529	XP_003249854	K07293	map05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
412531	XP_395986	K20406	map04150	mTOR signaling pathway
412536	XP_006572060			
412540	XP_026295959			
412541	XP_006565089	K01897	map00061	Fatty acid biosynthesis
412541	XP_006565089	K01897	map00071	Fatty acid degradation
412541	XP_006565089	K01897	map01100	
412541	XP_006565089	K01897	map01212	Fatty acid metabolism
412541	XP_006565089	K01897	map02024	Quorum sensing
412541	XP_006565089	K01897	map03320	PPAR signaling pathway
412541	XP_006565089	K01897	map04146	Peroxisome
412541	XP_006565089	K01897	map04216	Ferroptosis
412541	XP_006565089	K01897	map04714	Thermogenesis
412541	XP_006565089	K01897	map04920	Adipocytokine signaling pathway
412543	XP_623146			
412544	XP_006570003	K26680		
412545	XP_006564152			
412546	XP_026302051	K11136		
412547	XP_006557346	K03017	map03020	RNA polymerase
412547	XP_006557346	K03017	map03420	Nucleotide excision repair
412547	XP_006557346	K03017	map05016	Huntington disease
412548	XP_396003	K00166	map00280	Valine, leucine and isoleucine degradation
412548	XP_396003	K00166	map00640	Propanoate metabolism
412548	XP_396003	K00166	map00785	Lipoic acid metabolism
412548	XP_396003	K00166	map01100	
412548	XP_396003	K00166	map01110	Biosynthesis of secondary metabolites
412548	XP_396003	K00166	map01210	2-Oxocarboxylic acid metabolism
412549	XP_396004	K02879	map03010	Ribosome
412550	XP_006570309	K20804		
412552	XP_026297493	K12603	map03018	RNA degradation
412554	XP_396009	K20346		
412557	XP_396012	K00586		
412560	XP_396015	K02211	map03250	Viral life cycle - HIV-1
412560	XP_396015	K02211	map05202	Transcriptional misregulation in cancer
412563	XP_006561444	K00649	map00564	Glycerophospholipid metabolism
412563	XP_006561444	K00649	map04146	Peroxisome
412564	XP_016770900	K21991		
412569	XP_006564508	K15791	map00310	Lysine degradation
412569	XP_006564508	K15791	map00380	Tryptophan metabolism
412569	XP_006564508	K15791	map00785	Lipoic acid metabolism
412569	XP_006564508	K15791	map01100	
412569	XP_006564508	K15791	map01110	Biosynthesis of secondary metabolites
412569	XP_006564508	K15791	map01210	2-Oxocarboxylic acid metabolism
412570	XP_006567021	K14071		
412573	XP_396028	K18283	map00230	Purine metabolism
412573	XP_396028	K18283	map01100	
412573	XP_396028	K18283	map04022	cGMP-PKG signaling pathway
412573	XP_396028	K18283	map04740	Olfactory transduction
412573	XP_396028	K18283	map04925	Aldosterone synthesis and secretion
412573	XP_396028	K18283	map05032	Morphine addiction
412574	XP_006569370	K24643		
412578	XP_006559927	K15152		
412580	XP_396035	K11436		
412584	XP_396039	K13174	map03013	Nucleocytoplasmic transport
412588	XP_006568193	K08892	map04013	MAPK signaling pathway - fly
412589	XP_396044	K12173	map03440	Homologous recombination
412591	XP_006564466	K04577	map04080	Neuroactive ligand-receptor interaction
412591	XP_006564466	K04577	map04270	Vascular smooth muscle contraction
412593	XP_006567927	K10610	map03420	Nucleotide excision repair
412593	XP_006567927	K10610	map04120	Ubiquitin mediated proteolysis
412593	XP_006567927	K10610	map05161	Hepatitis B
412593	XP_006567927	K10610	map05170	Human immunodeficiency virus 1 infection
412593	XP_006567927	K10610	map05203	Viral carcinogenesis
412594	XP_026294700	K04531		
412596	XP_396051	K20309		
412598	XP_006562871			
412599	XP_396054	K20314		
412601	XP_006571224	K23605	map04068	FoxO signaling pathway
412601	XP_006571224	K23605	map04110	Cell cycle
412601	XP_006571224	K23605	map04144	Endocytosis
412601	XP_006571224	K23605	map04218	Cellular senescence
412601	XP_006571224	K23605	map04310	Wnt signaling pathway
412601	XP_006571224	K23605	map04350	TGF-beta signaling pathway
412601	XP_006571224	K23605	map04371	Apelin signaling pathway
412601	XP_006571224	K23605	map04390	Hippo signaling pathway
412601	XP_006571224	K23605	map04520	Adherens junction
412601	XP_006571224	K23605	map04550	Signaling pathways regulating pluripotency of stem cells
412601	XP_006571224	K23605	map04659	Th17 cell differentiation
412601	XP_006571224	K23605	map04933	AGE-RAGE signaling pathway in diabetic complications
412601	XP_006571224	K23605	map05161	Hepatitis B
412601	XP_006571224	K23605	map05166	Human T-cell leukemia virus 1 infection
412601	XP_006571224	K23605	map05200	Pathways in cancer
412601	XP_006571224	K23605	map05210	Colorectal cancer
412601	XP_006571224	K23605	map05212	Pancreatic cancer
412601	XP_006571224	K23605	map05220	Chronic myeloid leukemia
412601	XP_006571224	K23605	map05225	Hepatocellular carcinoma
412601	XP_006571224	K23605	map05226	Gastric cancer
412601	XP_006571224	K23605	map05321	Inflammatory bowel disease
412601	XP_006571224	K23605	map05415	Diabetic cardiomyopathy
412602	XP_006562406	K13126	map03015	mRNA surveillance pathway
412602	XP_006562406	K13126	map03018	RNA degradation
412606	XP_026299447	K26118		
412607	XP_006562935			
412608	XP_006561443	K06070	map04015	Rap1 signaling pathway
412608	XP_006561443	K06070	map04925	Aldosterone synthesis and secretion
412608	XP_006561443	K06070	map05208	Chemical carcinogenesis - reactive oxygen species
412610	XP_026297975	K21456	map00270	Cysteine and methionine metabolism
412610	XP_026297975	K21456	map00480	Glutathione metabolism
412610	XP_026297975	K21456	map01100	
412610	XP_026297975	K21456	map01240	Biosynthesis of cofactors
412610	XP_026297975	K21456	map04216	Ferroptosis
412611	XP_396066	K05906	map00900	Terpenoid backbone biosynthesis
412611	XP_396066	K05906	map01110	Biosynthesis of secondary metabolites
412612	XP_006568082			
412613	XP_016773404	K10842	map03022	Basal transcription factors
412613	XP_016773404	K10842	map03420	Nucleotide excision repair
412616	XP_006569306	K15074		
412617	XP_006563110	K16676	map04391	Hippo signaling pathway - fly
412619	XP_396074	K00764	map00230	Purine metabolism
412619	XP_396074	K00764	map00250	Alanine, aspartate and glutamate metabolism
412619	XP_396074	K00764	map01100	
412619	XP_396074	K00764	map01110	Biosynthesis of secondary metabolites
412620	XP_006569918	K12303		
412623	XP_006562381	K25291		
412624	XP_396079	K25166		
412626	XP_006570893			
412627	XP_026299235	K14404	map03015	mRNA surveillance pathway
412627	XP_026299235	K14404	map05164	Influenza A
412629	XP_006567414	K24763		
412630	XP_006565224	K13885	map03272	Virion - Hepatitis viruses
412630	XP_006565224	K13885	map04145	Phagosome
412630	XP_006565224	K13885	map04913	Ovarian steroidogenesis
412630	XP_006565224	K13885	map04925	Aldosterone synthesis and secretion
412630	XP_006565224	K13885	map04927	Cortisol synthesis and secretion
412630	XP_006565224	K13885	map04934	Cushing syndrome
412630	XP_006565224	K13885	map04975	Fat digestion and absorption
412630	XP_006565224	K13885	map04976	Bile secretion
412630	XP_006565224	K13885	map04977	Vitamin digestion and absorption
412630	XP_006565224	K13885	map04979	Cholesterol metabolism
412630	XP_006565224	K13885	map05160	Hepatitis C
412632	NP_001164443	K00939	map00230	Purine metabolism
412632	NP_001164443	K00939	map00730	Thiamine metabolism
412632	NP_001164443	K00939	map01100	
412632	NP_001164443	K00939	map01110	Biosynthesis of secondary metabolites
412632	NP_001164443	K00939	map01232	Nucleotide metabolism
412632	NP_001164443	K00939	map01240	Biosynthesis of cofactors
412635	XP_396090	K19873	map00515	Mannose type O-glycan biosynthesis
412635	XP_396090	K19873	map01100	
412636	XP_006570054	K24083		
412637	XP_006557362			
412638	XP_396093	K17915	map04814	Motor proteins
412641	XP_006567807			
412642	XP_006572192	K24996		
412643	NP_001265260			
412644	XP_016772763	K15235		
412646	XP_026294816			
412647	XP_026298556	K16943	map04210	Apoptosis
412647	XP_026298556	K16943	map04215	Apoptosis - multiple species
412650	XP_016769260	K19673		
412655	XP_006568074	K10147	map04115	p53 signaling pathway
412661	XP_623593			
412662	XP_006558813	K12200	map03250	Viral life cycle - HIV-1
412662	XP_006558813	K12200	map03272	Virion - Hepatitis viruses
412662	XP_006558813	K12200	map04144	Endocytosis
412663	XP_026299731	K06240	map04151	PI3K-Akt signaling pathway
412663	XP_026299731	K06240	map04510	Focal adhesion
412663	XP_026299731	K06240	map04512	ECM-receptor interaction
412663	XP_026299731	K06240	map05145	Toxoplasmosis
412663	XP_026299731	K06240	map05146	Amoebiasis
412663	XP_026299731	K06240	map05165	Human papillomavirus infection
412663	XP_026299731	K06240	map05200	Pathways in cancer
412663	XP_026299731	K06240	map05222	Small cell lung cancer
412665	XP_006572049			
412666	XP_003250648	K15637	map04137	Mitophagy - animal
412666	XP_003250648	K15637	map04217	Necroptosis
412666	XP_003250648	K15637	map04668	TNF signaling pathway
412667	XP_006572204	K05126	map04010	MAPK signaling pathway
412667	XP_006572204	K05126	map04020	Calcium signaling pathway
412667	XP_006572204	K05126	map04151	PI3K-Akt signaling pathway
412667	XP_006572204	K05126	map05200	Pathways in cancer
412667	XP_006572204	K05126	map05216	Thyroid cancer
412667	XP_006572204	K05126	map05223	Non-small cell lung cancer
412667	XP_006572204	K05126	map05230	Central carbon metabolism in cancer
412670	XP_396126	K00831	map00260	Glycine, serine and threonine metabolism
412670	XP_396126	K00831	map00270	Cysteine and methionine metabolism
412670	XP_396126	K00831	map00680	Methane metabolism
412670	XP_396126	K00831	map00750	Vitamin B6 metabolism
412670	XP_396126	K00831	map01100	
412670	XP_396126	K00831	map01110	Biosynthesis of secondary metabolites
412670	XP_396126	K00831	map01120	Microbial metabolism in diverse environments
412670	XP_396126	K00831	map01200	Carbon metabolism
412670	XP_396126	K00831	map01230	Biosynthesis of amino acids
412670	XP_396126	K00831	map01240	Biosynthesis of cofactors
412674	XP_006568657	K01079	map00260	Glycine, serine and threonine metabolism
412674	XP_006568657	K01079	map00680	Methane metabolism
412674	XP_006568657	K01079	map01100	
412674	XP_006568657	K01079	map01110	Biosynthesis of secondary metabolites
412674	XP_006568657	K01079	map01120	Microbial metabolism in diverse environments
412674	XP_006568657	K01079	map01200	Carbon metabolism
412674	XP_006568657	K01079	map01230	Biosynthesis of amino acids
412675	XP_396131	K14455	map00220	Arginine biosynthesis
412675	XP_396131	K14455	map00250	Alanine, aspartate and glutamate metabolism
412675	XP_396131	K14455	map00270	Cysteine and methionine metabolism
412675	XP_396131	K14455	map00330	Arginine and proline metabolism
412675	XP_396131	K14455	map00350	Tyrosine metabolism
412675	XP_396131	K14455	map00360	Phenylalanine metabolism
412675	XP_396131	K14455	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
412675	XP_396131	K14455	map00710	Carbon fixation by Calvin cycle
412675	XP_396131	K14455	map00950	Isoquinoline alkaloid biosynthesis
412675	XP_396131	K14455	map00960	Tropane, piperidine and pyridine alkaloid biosynthesis
412675	XP_396131	K14455	map01100	
412675	XP_396131	K14455	map01110	Biosynthesis of secondary metabolites
412675	XP_396131	K14455	map01120	Microbial metabolism in diverse environments
412675	XP_396131	K14455	map01200	Carbon metabolism
412675	XP_396131	K14455	map01210	2-Oxocarboxylic acid metabolism
412675	XP_396131	K14455	map01230	Biosynthesis of amino acids
412675	XP_396131	K14455	map04975	Fat digestion and absorption
412676	XP_396132	K11789	map05170	Human immunodeficiency virus 1 infection
412678	XP_396134	K15100		
412679	XP_026298629	K27817		
412681	XP_623859	K08656		
412687	XP_396142	K17889	map04140	Autophagy - animal
412687	XP_396142	K17889	map05010	Alzheimer disease
412687	XP_396142	K17889	map05014	Amyotrophic lateral sclerosis
412687	XP_396142	K17889	map05016	Huntington disease
412687	XP_396142	K17889	map05017	Spinocerebellar ataxia
412687	XP_396142	K17889	map05022	Pathways of neurodegeneration - multiple diseases
412687	XP_396142	K17889	map05131	Shigellosis
412687	XP_396142	K17889	map05167	Kaposi sarcoma-associated herpesvirus infection
412688	XP_396143	K14840		
412690	XP_396145	K20031		
412694	XP_026298035	K06497	map03272	Virion - Hepatitis viruses
412694	XP_026298035	K06497	map04142	Lysosome
412694	XP_026298035	K06497	map05205	Proteoglycans in cancer
412696	XP_006559462	K17607	map04138	Autophagy - yeast
412697	XP_016766441	K22697	map00564	Glycerophospholipid metabolism
412697	XP_016766441	K22697	map01110	Biosynthesis of secondary metabolites
412700	XP_396155	K10844	map03022	Basal transcription factors
412700	XP_396155	K10844	map03420	Nucleotide excision repair
412701	XP_026297818	K19527		
412703	XP_006562783	K18809	map04624	Toll and Imd signaling pathway
412705	XP_006570350	K11341	map03082	ATP-dependent chromatin remodeling
412707	XP_396160	K20195	map04137	Mitophagy - animal
412707	XP_396160	K20195	map04138	Autophagy - yeast
412708	XP_396161	K04507	map04310	Wnt signaling pathway
412710	XP_396163	K20302		
412711	XP_016766494	K10394	map04340	Hedgehog signaling pathway
412711	XP_016766494	K10394	map04814	Motor proteins
412712	XP_006571530	K03354	map04110	Cell cycle
412712	XP_006571530	K03354	map04111	Cell cycle - yeast
412712	XP_006571530	K03354	map04113	Meiosis - yeast
412712	XP_006571530	K03354	map04114	Oocyte meiosis
412712	XP_006571530	K03354	map04120	Ubiquitin mediated proteolysis
412712	XP_006571530	K03354	map04914	Progesterone-mediated oocyte maturation
412712	XP_006571530	K03354	map05166	Human T-cell leukemia virus 1 infection
412714	XP_006561792	K04739	map04910	Insulin signaling pathway
412721	XP_016772926	K14312	map03013	Nucleocytoplasmic transport
412721	XP_016772926	K14312	map05014	Amyotrophic lateral sclerosis
412722	XP_006569779	K23551	map05206	MicroRNAs in cancer
412727	XP_396180	K23438		
412728	XP_396181	K20131	map04137	Mitophagy - animal
412731	XP_026299965	K01099	map00562	Inositol phosphate metabolism
412731	XP_026299965	K01099	map01100	
412731	XP_026299965	K01099	map04070	Phosphatidylinositol signaling system
412734	XP_396187	K24939		
412735	XP_026300111	K12504	map00900	Terpenoid backbone biosynthesis
412735	XP_026300111	K12504	map01110	Biosynthesis of secondary metabolites
412739	XP_396192	K06754	map04360	Axon guidance
412739	XP_396192	K06754	map04361	Axon regeneration
412740	NP_001071280	K05181	map04080	Neuroactive ligand-receptor interaction
412740	NP_001071280	K05181	map04723	Retrograde endocannabinoid signaling
412740	NP_001071280	K05181	map04726	Serotonergic synapse
412740	NP_001071280	K05181	map04727	GABAergic synapse
412740	NP_001071280	K05181	map05032	Morphine addiction
412740	NP_001071280	K05181	map05033	Nicotine addiction
412741	XP_396194	K14950		
412742	XP_006565266	K11654	map03082	ATP-dependent chromatin remodeling
412744	XP_006572428	K22991	map04140	Autophagy - animal
412745	XP_026298830	K16476		
412746	XP_006564669	K17613		
412747	NP_001071281	K16288		
412748	XP_026301943	K05679	map02010	ABC transporters
412748	XP_026301943	K05679	map05417	Lipid and atherosclerosis
412749	XP_396202	K05662	map02010	ABC transporters
412750	XP_396203	K03163		
412751	XP_006562241	K15289		
412755	XP_396208	K24739		
412756	XP_026297050	K10901	map03440	Homologous recombination
412756	XP_026297050	K10901	map03460	Fanconi anemia pathway
412759	XP_006559197	K25452		
412762	XP_396215	K02514	map00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
412763	XP_006561723			
412764	XP_396217			
412767	XP_396220			
412768	XP_006561719			
412769	XP_006561717	K24956		
412770	XP_006561713	K09389	map01522	Endocrine resistance
412770	XP_006561713	K09389	map04110	Cell cycle
412770	XP_006561713	K09389	map04218	Cellular senescence
412770	XP_006561713	K09389	map04934	Cushing syndrome
412770	XP_006561713	K09389	map05160	Hepatitis C
412770	XP_006561713	K09389	map05161	Hepatitis B
412770	XP_006561713	K09389	map05163	Human cytomegalovirus infection
412770	XP_006561713	K09389	map05166	Human T-cell leukemia virus 1 infection
412770	XP_006561713	K09389	map05167	Kaposi sarcoma-associated herpesvirus infection
412770	XP_006561713	K09389	map05169	Epstein-Barr virus infection
412770	XP_006561713	K09389	map05200	Pathways in cancer
412770	XP_006561713	K09389	map05206	MicroRNAs in cancer
412770	XP_006561713	K09389	map05212	Pancreatic cancer
412770	XP_006561713	K09389	map05214	Glioma
412770	XP_006561713	K09389	map05215	Prostate cancer
412770	XP_006561713	K09389	map05218	Melanoma
412770	XP_006561713	K09389	map05219	Bladder cancer
412770	XP_006561713	K09389	map05220	Chronic myeloid leukemia
412770	XP_006561713	K09389	map05222	Small cell lung cancer
412770	XP_006561713	K09389	map05223	Non-small cell lung cancer
412770	XP_006561713	K09389	map05224	Breast cancer
412770	XP_006561713	K09389	map05225	Hepatocellular carcinoma
412770	XP_006561713	K09389	map05226	Gastric cancer
412774	XP_006561041	K19511		
412775	XP_026301171	K10408	map04814	Motor proteins
412775	XP_026301171	K10408	map05014	Amyotrophic lateral sclerosis
412775	XP_026301171	K10408	map05016	Huntington disease
412775	XP_026301171	K10408	map05022	Pathways of neurodegeneration - multiple diseases
412777	XP_006571344	K13750		
412778	XP_006571348	K08115		
412780	XP_006564293	K24576		
412782	XP_396235	K00940	map00230	Purine metabolism
412782	XP_396235	K00940	map00240	Pyrimidine metabolism
412782	XP_396235	K00940	map00983	Drug metabolism - other enzymes
412782	XP_396235	K00940	map01100	
412782	XP_396235	K00940	map01110	Biosynthesis of secondary metabolites
412782	XP_396235	K00940	map01232	Nucleotide metabolism
412782	XP_396235	K00940	map01240	Biosynthesis of cofactors
412782	XP_396235	K00940	map04016	MAPK signaling pathway - plant
412784	XP_396237	K01410		
412787	XP_026298520	K23404		
412788	XP_006566998			
412789	XP_006563668			
412791	XP_026301178			
412795	XP_006563686	K16500		
412796	XP_006563705	K05605	map00280	Valine, leucine and isoleucine degradation
412796	XP_006563705	K05605	map00410	beta-Alanine metabolism
412796	XP_006563705	K05605	map00640	Propanoate metabolism
412796	XP_006563705	K05605	map01100	
412796	XP_006563705	K05605	map01200	Carbon metabolism
412797	XP_016771112			
412799	XP_006564321	K26219		
412801	XP_396254			
412804	XP_016768559	K16759		
412806	XP_396259	K26683		
412808	XP_006565537	K11140	map00480	Glutathione metabolism
412808	XP_006565537	K11140	map01100	
412808	XP_006565537	K11140	map04614	Renin-angiotensin system
412808	XP_006565537	K11140	map04640	Hematopoietic cell lineage
412810	XP_006565533	K02154	map00190	Oxidative phosphorylation
412810	XP_006565533	K02154	map01100	
412810	XP_006565533	K02154	map04142	Lysosome
412810	XP_006565533	K02154	map04145	Phagosome
412810	XP_006565533	K02154	map04721	Synaptic vesicle cycle
412810	XP_006565533	K02154	map04966	Collecting duct acid secretion
412810	XP_006565533	K02154	map05110	Vibrio cholerae infection
412810	XP_006565533	K02154	map05120	Epithelial cell signaling in Helicobacter pylori infection
412810	XP_006565533	K02154	map05152	Tuberculosis
412810	XP_006565533	K02154	map05165	Human papillomavirus infection
412810	XP_006565533	K02154	map05323	Rheumatoid arthritis
412813	XP_016772487			
412815	XP_006567467	K00665	map00061	Fatty acid biosynthesis
412815	XP_006567467	K00665	map01100	
412815	XP_006567467	K00665	map01212	Fatty acid metabolism
412815	XP_006567467	K00665	map04152	AMPK signaling pathway
412815	XP_006567467	K00665	map04910	Insulin signaling pathway
412815	XP_006567467	K00665	map04936	Alcoholic liver disease
412816	XP_006569525	K08488	map04130	SNARE interactions in vesicular transport
412816	XP_006569525	K08488	map04140	Autophagy - animal
412816	XP_006569525	K08488	map04145	Phagosome
412817	XP_396270	K20221	map03013	Nucleocytoplasmic transport
