ame	ncbi	ko	amepathway	amepathname
411897	XP_006560009	K01835	ame01100	
411897	XP_006560009	K01835	ame01250	Biosynthesis of nucleotide sugars - Apis mellifera (honey bee)
411899	NP_001157186	K20692	ame04624	Toll and Imd signaling pathway - Apis mellifera (honey bee)
411901	XP_395370	K11805	ame03083	Polycomb repressive complex - Apis mellifera (honey bee)
411902	XP_395371			
411903	XP_006563977	K24404		
411904	XP_395373	K06226	ame04341	Hedgehog signaling pathway - fly - Apis mellifera (honey bee)
411905	XP_006557332	K15719		
411906	XP_026294751	K11429	ame00310	Lysine degradation - Apis mellifera (honey bee)
411906	XP_026294751	K11429	ame01100	
411907	XP_016767503	K02602	ame04320	Dorso-ventral axis formation - Apis mellifera (honey bee)
411908	XP_026297547	K25824	ame00561	Glycerolipid metabolism - Apis mellifera (honey bee)
411908	XP_026297547	K25824	ame01100	
411909	XP_006569513	K14319	ame03013	Nucleocytoplasmic transport - Apis mellifera (honey bee)
411910	XP_006570705			
411915	XP_003250351	K04441	ame04013	MAPK signaling pathway - fly - Apis mellifera (honey bee)
411915	XP_003250351	K04441	ame04068	FoxO signaling pathway - Apis mellifera (honey bee)
411915	XP_003250351	K04441	ame04148	Efferocytosis - Apis mellifera (honey bee)
411915	XP_003250351	K04441	ame04624	Toll and Imd signaling pathway - Apis mellifera (honey bee)
411916	XP_006563904	K00639	ame00260	Glycine, serine and threonine metabolism - Apis mellifera (honey bee)
411916	XP_006563904	K00639	ame01100	
411917	XP_395386	K11411	ame00760	Nicotinate and nicotinamide metabolism - Apis mellifera (honey bee)
411917	XP_395386	K11411	ame01100	
411917	XP_395386	K11411	ame04068	FoxO signaling pathway - Apis mellifera (honey bee)
411917	XP_395386	K11411	ame04148	Efferocytosis - Apis mellifera (honey bee)
411917	XP_395386	K11411	ame04213	Longevity regulating pathway - multiple species - Apis mellifera (honey bee)
411917	XP_395386	K11411	ame04310	Wnt signaling pathway - Apis mellifera (honey bee)
411918	XP_395387	K14310	ame03013	Nucleocytoplasmic transport - Apis mellifera (honey bee)
411919	XP_006557287	K00572	ame04150	mTOR signaling pathway - Apis mellifera (honey bee)
411919	XP_006557287	K00572	ame04310	Wnt signaling pathway - Apis mellifera (honey bee)
411920	XP_016771885	K11366		
411922	XP_395391	K03979		
411923	XP_006561680	K01872	ame00970	Aminoacyl-tRNA biosynthesis - Apis mellifera (honey bee)
411924	XP_006561681	K17404		
411927	XP_006571406	K13704		
411930	XP_026295427	K09228		
411931	XP_395400			
411935	XP_395404	K13780	ame04150	mTOR signaling pathway - Apis mellifera (honey bee)
411936	XP_395405	K04797		
411937	XP_006563481	K19942		
411939	XP_026299558	K20476		
411942	XP_026295974	K03349	ame04120	Ubiquitin mediated proteolysis - Apis mellifera (honey bee)
411943	XP_395412	K00683		
411947	XP_016768714	K23801		
411953	XP_395421	K14859		
411955	XP_006561178			
411958	XP_016772209	K05323		
411959	XP_395426	K00665	ame00061	Fatty acid biosynthesis - Apis mellifera (honey bee)
411959	XP_395426	K00665	ame01100	
411959	XP_395426	K00665	ame01212	Fatty acid metabolism - Apis mellifera (honey bee)
411960	XP_016772801	K09228		
411961	XP_026297971	K10592	ame04120	Ubiquitin mediated proteolysis - Apis mellifera (honey bee)
411961	XP_026297971	K10592	ame04137	Mitophagy - animal - Apis mellifera (honey bee)
411962	XP_006567667			
411965	XP_006569641	K03124	ame03022	Basal transcription factors - Apis mellifera (honey bee)
411968	XP_026297517	K10448		
411969	XP_006564186	K24992		
411970	XP_395437			
411972	XP_006566038	K17616		
411974	XP_006559579	K03241		
411976	XP_006572290	K13751		
411978	XP_026296995			
411980	XP_003249231	K08803	ame04140	Autophagy - animal - Apis mellifera (honey bee)
411981	XP_006562145	K11840		
411982	XP_006570851	K04707	ame04120	Ubiquitin mediated proteolysis - Apis mellifera (honey bee)
411982	XP_006570851	K04707	ame04144	Endocytosis - Apis mellifera (honey bee)
411983	NP_001177849	K13356	ame04146	Peroxisome - Apis mellifera (honey bee)
411985	XP_395451	K11422	ame00310	Lysine degradation - Apis mellifera (honey bee)
411985	XP_395451	K11422	ame01100	
411986	XP_026297752			
411989	XP_623285	K03257		
411991	XP_006561516	K10479		
411995	XP_006570778	K06639		
411996	XP_026297808			
411997	XP_006569621	K05680	ame02010	ABC transporters - Apis mellifera (honey bee)
411998	XP_395464	K25806		
412000	XP_006559923			
412002	XP_006568014	K11978		
412003	XP_006572080	K12380	ame04013	MAPK signaling pathway - fly - Apis mellifera (honey bee)
412005	XP_395471	K21988		
412007	XP_016771786	K14258		
412008	XP_006559192	K04703		
412009	XP_395475	K15161		
412010	XP_006559195	K03144	ame03022	Basal transcription factors - Apis mellifera (honey bee)
412010	XP_006559195	K03144	ame03420	Nucleotide excision repair - Apis mellifera (honey bee)
412011	XP_006558421	K04131	ame04080	Neuroactive ligand-receptor interaction - Apis mellifera (honey bee)
412013	XP_016767454	K19511		
412015	XP_006571389	K01737	ame00790	Folate biosynthesis - Apis mellifera (honey bee)
412015	XP_006571389	K01737	ame01100	
412015	XP_006571389	K01737	ame01240	Biosynthesis of cofactors - Apis mellifera (honey bee)
412016	XP_395482			
412017	XP_006560334	K10134		
412018	XP_016770578	K00685		
412020	XP_006570028	K00232	ame00071	Fatty acid degradation - Apis mellifera (honey bee)
412020	XP_006570028	K00232	ame00410	beta-Alanine metabolism - Apis mellifera (honey bee)
412020	XP_006570028	K00232	ame00592	alpha-Linolenic acid metabolism - Apis mellifera (honey bee)
412020	XP_006570028	K00232	ame00640	Propanoate metabolism - Apis mellifera (honey bee)
412020	XP_006570028	K00232	ame01040	Biosynthesis of unsaturated fatty acids - Apis mellifera (honey bee)
412020	XP_006570028	K00232	ame01100	
412020	XP_006570028	K00232	ame01200	Carbon metabolism - Apis mellifera (honey bee)
412020	XP_006570028	K00232	ame01212	Fatty acid metabolism - Apis mellifera (honey bee)
412020	XP_006570028	K00232	ame04146	Peroxisome - Apis mellifera (honey bee)
412021	XP_026297026	K25551		
412024	XP_006563510	K18932		
412025	XP_006561795	K09479	ame00071	Fatty acid degradation - Apis mellifera (honey bee)
412025	XP_006561795	K09479	ame01100	
412025	XP_006561795	K09479	ame01212	Fatty acid metabolism - Apis mellifera (honey bee)
412027	XP_395493	K11428	ame00310	Lysine degradation - Apis mellifera (honey bee)
412027	XP_395493	K11428	ame01100	
412030	XP_395496	K07917		
412031	XP_006557764	K03875	ame04068	FoxO signaling pathway - Apis mellifera (honey bee)
412031	XP_006557764	K03875	ame04120	Ubiquitin mediated proteolysis - Apis mellifera (honey bee)
412031	XP_006557764	K03875	ame04150	mTOR signaling pathway - Apis mellifera (honey bee)
412034	XP_026299159	K10737		
412035	XP_026299056	K06677		
412036	XP_395502	K06110		
412041	XP_395507	K08811		
412045	XP_006571875	K12667	ame00510	N-Glycan biosynthesis - Apis mellifera (honey bee)
412045	XP_006571875	K12667	ame00513	Various types of N-glycan biosynthesis - Apis mellifera (honey bee)
412045	XP_006571875	K12667	ame01100	
412045	XP_006571875	K12667	ame04141	Protein processing in endoplasmic reticulum - Apis mellifera (honey bee)
412046	XP_006566725	K11653	ame03082	ATP-dependent chromatin remodeling - Apis mellifera (honey bee)
412051	XP_026299275	K16675	ame04391	Hippo signaling pathway - fly - Apis mellifera (honey bee)
412053	XP_016772854			
412055	XP_006564519	K01280		
412056	XP_006563154	K08198		
412057	XP_006560272			
412059	XP_395525	K10297		
412064	XP_395530	K11092	ame03040	Spliceosome - Apis mellifera (honey bee)
412065	XP_006572160			
412067	XP_395533	K16729		
412069	XP_006568565	K00963	ame00040	Pentose and glucuronate interconversions - Apis mellifera (honey bee)
412069	XP_006568565	K00963	ame00052	Galactose metabolism - Apis mellifera (honey bee)
412069	XP_006568565	K00963	ame00500	Starch and sucrose metabolism - Apis mellifera (honey bee)
412069	XP_006568565	K00963	ame00520	Amino sugar and nucleotide sugar metabolism - Apis mellifera (honey bee)
412069	XP_006568565	K00963	ame01100	
412069	XP_006568565	K00963	ame01240	Biosynthesis of cofactors - Apis mellifera (honey bee)
412069	XP_006568565	K00963	ame01250	Biosynthesis of nucleotide sugars - Apis mellifera (honey bee)
412070	XP_006563128	K08856		
412072	XP_395538	K10732		
412074	XP_026300758	K14951		
412076	XP_395542	K12190	ame04144	Endocytosis - Apis mellifera (honey bee)
412077	XP_395543	K11651	ame03082	ATP-dependent chromatin remodeling - Apis mellifera (honey bee)
412079	XP_395545			
412080	XP_006564637	K13886		
412081	XP_006570772	K05336		
412082	XP_395548	K00591	ame00130	Ubiquinone and other terpenoid-quinone biosynthesis - Apis mellifera (honey bee)
412082	XP_395548	K00591	ame01100	
412082	XP_395548	K00591	ame01240	Biosynthesis of cofactors - Apis mellifera (honey bee)
412083	XP_006559436	K17267		
412084	XP_395550			
412085	XP_006565326	K23553	ame00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Apis mellifera (honey bee)
412088	XP_006571642			
412091	XP_006561638	K08624		
412092	XP_006569827	K10352	ame04814	Motor proteins - Apis mellifera (honey bee)
412092	XP_006569827	K10352	ame04820	Cytoskeleton in muscle cells - Apis mellifera (honey bee)
412093	XP_006562867	K17552		
412094	XP_006562870	K14713		
412097	XP_395563	K12396	ame04142	Lysosome - Apis mellifera (honey bee)
412099	XP_006561334			
412100	XP_395566	K03469	ame03030	DNA replication - Apis mellifera (honey bee)
412101	XP_026298984			
412103	XP_026295881	K23704		
412104	XP_006571964	K20305		
412107	XP_395573	K22900		
412108	XP_006559017	K08960	ame04068	FoxO signaling pathway - Apis mellifera (honey bee)
412108	XP_006559017	K08960	ame04310	Wnt signaling pathway - Apis mellifera (honey bee)
412108	XP_006559017	K08960	ame04341	Hedgehog signaling pathway - fly - Apis mellifera (honey bee)
412108	XP_006559017	K08960	ame04391	Hippo signaling pathway - fly - Apis mellifera (honey bee)
412108	XP_006559017	K08960	ame04392	Hippo signaling pathway - multiple species - Apis mellifera (honey bee)
412108	XP_006559017	K08960	ame04711	Circadian rhythm - fly - Apis mellifera (honey bee)
412109	XP_026297221	K25554		
412111	XP_006564038			
412112	XP_006569623			
412114	XP_006568182	K11854		
412115	XP_006559595	K17907	ame04136	Autophagy - other - Apis mellifera (honey bee)
412115	XP_006559595	K17907	ame04137	Mitophagy - animal - Apis mellifera (honey bee)
412115	XP_006559595	K17907	ame04140	Autophagy - animal - Apis mellifera (honey bee)
412116	XP_006566987	K25081		
412117	XP_006570848	K11456	ame03083	Polycomb repressive complex - Apis mellifera (honey bee)
412118	XP_395584	K09536		
412119	XP_006557949	K16571		
412125	XP_006569847	K20217	ame04120	Ubiquitin mediated proteolysis - Apis mellifera (honey bee)
412127	XP_395591	K04794		
412128	XP_006559702	K20164		
412129	XP_006558742	K25163		
412130	XP_006558743	K25769		
412131	XP_006570938	K10395	ame04814	Motor proteins - Apis mellifera (honey bee)
412132	XP_016766179	K16307		
412133	XP_006569041	K17492		
412141	XP_395605	K19478	ame00510	N-Glycan biosynthesis - Apis mellifera (honey bee)
412141	XP_395605	K19478	ame00513	Various types of N-glycan biosynthesis - Apis mellifera (honey bee)
412141	XP_395605	K19478	ame04141	Protein processing in endoplasmic reticulum - Apis mellifera (honey bee)
412143	XP_006559176	K21066		
412148	XP_006559305			
412149	XP_006558774			
412150	XP_395614	K09487	ame04141	Protein processing in endoplasmic reticulum - Apis mellifera (honey bee)
412154	XP_006570419	K01414		
412155	XP_395619	K10263		
412157	XP_026300004	K24814		
412158	XP_624867	K24808		
412159	XP_006559764	K12867	ame03040	Spliceosome - Apis mellifera (honey bee)
412160	XP_395623	K18269		
412161	XP_006569838	K27896		
412162	XP_026297531	K24125		
412163	XP_016772139	K00011	ame00040	Pentose and glucuronate interconversions - Apis mellifera (honey bee)
412163	XP_016772139	K00011	ame00051	Fructose and mannose metabolism - Apis mellifera (honey bee)
412163	XP_016772139	K00011	ame00052	Galactose metabolism - Apis mellifera (honey bee)
412163	XP_016772139	K00011	ame00561	Glycerolipid metabolism - Apis mellifera (honey bee)
412163	XP_016772139	K00011	ame00790	Folate biosynthesis - Apis mellifera (honey bee)
412163	XP_016772139	K00011	ame01100	
412164	XP_006568654			
412166	XP_026295892	K00507	ame01040	Biosynthesis of unsaturated fatty acids - Apis mellifera (honey bee)
412166	XP_026295892	K00507	ame01100	
412166	XP_026295892	K00507	ame01212	Fatty acid metabolism - Apis mellifera (honey bee)
412167	XP_006563151	K19607		
412169	XP_395632	K05749		
412170	XP_006565412	K12351	ame00600	Sphingolipid metabolism - Apis mellifera (honey bee)
412170	XP_006565412	K12351	ame01100	
412172	XP_006566349	K06279	ame04013	MAPK signaling pathway - fly - Apis mellifera (honey bee)
412174	XP_006569709	K11143	ame04814	Motor proteins - Apis mellifera (honey bee)
412175	XP_006568879	K12171		
412176	XP_026297442	K03125	ame03022	Basal transcription factors - Apis mellifera (honey bee)
412177	XP_006568021	K13524	ame00250	Alanine, aspartate and glutamate metabolism - Apis mellifera (honey bee)
412177	XP_006568021	K13524	ame00280	Valine, leucine and isoleucine degradation - Apis mellifera (honey bee)
412177	XP_006568021	K13524	ame00410	beta-Alanine metabolism - Apis mellifera (honey bee)
412177	XP_006568021	K13524	ame00640	Propanoate metabolism - Apis mellifera (honey bee)
412177	XP_006568021	K13524	ame00650	Butanoate metabolism - Apis mellifera (honey bee)
412177	XP_006568021	K13524	ame01100	
412180	XP_016770897	K16942		
412187	XP_016772599			
412189	XP_395652	K01598	ame00770	Pantothenate and CoA biosynthesis - Apis mellifera (honey bee)
412189	XP_395652	K01598	ame01100	
412189	XP_395652	K01598	ame01240	Biosynthesis of cofactors - Apis mellifera (honey bee)
412190	XP_395653	K14777		
412191	XP_395654	K05741	ame04820	Cytoskeleton in muscle cells - Apis mellifera (honey bee)
412192	XP_395655			
412193	XP_016768325	K01070	ame01100	
412193	XP_016768325	K01070	ame01200	Carbon metabolism - Apis mellifera (honey bee)
412194	XP_026297138	K09650		
412195	XP_016773418	K11426	ame00310	Lysine degradation - Apis mellifera (honey bee)
412195	XP_016773418	K11426	ame01100	
412196	XP_395658			
412197	XP_395659	K09542	ame04141	Protein processing in endoplasmic reticulum - Apis mellifera (honey bee)
412197	XP_395659	K09542	ame04213	Longevity regulating pathway - multiple species - Apis mellifera (honey bee)
412198	XP_016769783	K11718	ame04141	Protein processing in endoplasmic reticulum - Apis mellifera (honey bee)
412199	XP_016768332	K11317		
412200	XP_006559719	K01868	ame00970	Aminoacyl-tRNA biosynthesis - Apis mellifera (honey bee)
412202	NP_001257759			
412203	XP_016772092	K21396		
412205	XP_395667	K11064		
412209	XP_395671	K14999		
412212	XP_006563283	K04727	ame04214	Apoptosis - fly - Apis mellifera (honey bee)
412215	XP_006563373	K00698	ame00520	Amino sugar and nucleotide sugar metabolism - Apis mellifera (honey bee)
412215	XP_006563373	K00698	ame01100	
412217	XP_006558751	K05665	ame02010	ABC transporters - Apis mellifera (honey bee)
412217	XP_006558751	K05665	ame04981	Folate transport and metabolism - Apis mellifera (honey bee)
412219	XP_006566703	K10597	ame04120	Ubiquitin mediated proteolysis - Apis mellifera (honey bee)
412219	XP_006566703	K10597	ame04141	Protein processing in endoplasmic reticulum - Apis mellifera (honey bee)
412220	XP_006571698	K08193		
412221	XP_006560659	K26736		
412222	XP_026299562			
412224	XP_016770831	K17988		
412227	XP_395689	K15193		
412230	XP_026301167	K10408	ame04814	Motor proteins - Apis mellifera (honey bee)
412231	XP_006563740	K00078	ame00040	Pentose and glucuronate interconversions - Apis mellifera (honey bee)
412231	XP_006563740	K00078	ame00980	Metabolism of xenobiotics by cytochrome P450 - Apis mellifera (honey bee)
412231	XP_006563740	K00078	ame01100	
412232	XP_395694	K01277		
412233	XP_026299206	K16330	ame00240	Pyrimidine metabolism - Apis mellifera (honey bee)
412233	XP_026299206	K16330	ame01100	
412234	XP_395696	K00286	ame00330	Arginine and proline metabolism - Apis mellifera (honey bee)
412234	XP_395696	K00286	ame01100	
412234	XP_395696	K00286	ame01230	Biosynthesis of amino acids - Apis mellifera (honey bee)
412235	XP_395697	K04397	ame04148	Efferocytosis - Apis mellifera (honey bee)
412235	XP_395697	K04397	ame04214	Apoptosis - fly - Apis mellifera (honey bee)
412235	XP_395697	K04397	ame04215	Apoptosis - multiple species - Apis mellifera (honey bee)
412236	XP_006557490	K10641		
412240	XP_395702	K10847	ame03420	Nucleotide excision repair - Apis mellifera (honey bee)
412243	XP_026295205	K25100	ame04330	Notch signaling pathway - Apis mellifera (honey bee)
412245	XP_006572082	K01183	ame00520	Amino sugar and nucleotide sugar metabolism - Apis mellifera (honey bee)
412245	XP_006572082	K01183	ame01100	
412247	XP_006563365	K02427		
412249	XP_006559706	K23343		
412251	XP_006563441	K16719		
412254	XP_006569870			
412256	XP_006568023	K11728	ame03082	ATP-dependent chromatin remodeling - Apis mellifera (honey bee)
412259	XP_016768584	K21919		
412260	XP_016771094	K19009		
412262	XP_395724	K16536	ame04814	Motor proteins - Apis mellifera (honey bee)
412263	XP_006571773	K11141		
412265	XP_006568026	K20194		
412266	XP_003251155	K02901	ame03010	Ribosome - Apis mellifera (honey bee)
412267	XP_395729	K10424	ame04814	Motor proteins - Apis mellifera (honey bee)
412268	XP_003251828	K03122	ame03022	Basal transcription factors - Apis mellifera (honey bee)
412271	XP_395732	K11481		
412272	XP_016769681			
412273	XP_006570346	K01183	ame00520	Amino sugar and nucleotide sugar metabolism - Apis mellifera (honey bee)
412273	XP_006570346	K01183	ame01100	
412274	XP_006559220	K06820		
412276	XP_006561749	K07071		
412277	XP_006566407	K00565	ame03015	mRNA surveillance pathway - Apis mellifera (honey bee)
412278	XP_006572241	K07207	ame04140	Autophagy - animal - Apis mellifera (honey bee)
412278	XP_006572241	K07207	ame04150	mTOR signaling pathway - Apis mellifera (honey bee)
412279	XP_016768233			
412281	XP_006572335	K10691		
412282	XP_006562583	K01869	ame00970	Aminoacyl-tRNA biosynthesis - Apis mellifera (honey bee)
412284	XP_006559680	K26420		
412285	NP_001139210	K05036		
412286	XP_006567671	K00645	ame00061	Fatty acid biosynthesis - Apis mellifera (honey bee)
412286	XP_006567671	K00645	ame01100	
412286	XP_006567671	K00645	ame01212	Fatty acid metabolism - Apis mellifera (honey bee)
412287	XP_006563315	K09571		
412288	XP_006571573	K24738	ame04142	Lysosome - Apis mellifera (honey bee)
412289	XP_006567399			
412291	XP_395752			
412293	XP_006562156	K08653	ame04141	Protein processing in endoplasmic reticulum - Apis mellifera (honey bee)
412294	XP_395755			
412295	XP_003249303			
412296	XP_395757	K23041		
412299	XP_395760	K04131	ame04080	Neuroactive ligand-receptor interaction - Apis mellifera (honey bee)
412301	XP_006564903	K19283		
412302	XP_006562862	K24369		
412303	XP_006569984	K00968	ame00440	Phosphonate and phosphinate metabolism - Apis mellifera (honey bee)
412303	XP_006569984	K00968	ame00564	Glycerophospholipid metabolism - Apis mellifera (honey bee)
412303	XP_006569984	K00968	ame01100	
412304	NP_001263356	K11147	ame00830	Retinol metabolism - Apis mellifera (honey bee)
412304	NP_001263356	K11147	ame01100	
412304	NP_001263356	K11147	ame04146	Peroxisome - Apis mellifera (honey bee)
412305	XP_395766	K00139	ame00250	Alanine, aspartate and glutamate metabolism - Apis mellifera (honey bee)
412305	XP_395766	K00139	ame00650	Butanoate metabolism - Apis mellifera (honey bee)
412305	XP_395766	K00139	ame01100	
412306	XP_395767	K20167		
412308	XP_006559671	K04799	ame03030	DNA replication - Apis mellifera (honey bee)
412308	XP_006559671	K04799	ame03410	Base excision repair - Apis mellifera (honey bee)
412308	XP_006559671	K04799	ame03450	Non-homologous end-joining - Apis mellifera (honey bee)
412309	XP_395770	K07865		
412310	XP_395771	K25470		
412313	XP_006560270	K13178		
412314	XP_016773511	K13118		
412315	XP_006568872	K15306		
412316	XP_016772943	K13752		
412318	XP_395779	K24685		
412319	XP_006561978	K02857		
412320	XP_006563130			
412323	XP_395784	K26392		
412326	XP_006562338			
412328	XP_395789	K03939	ame00190	Oxidative phosphorylation - Apis mellifera (honey bee)
412328	XP_395789	K03939	ame01100	
412330	XP_006564781	K10576	ame04120	Ubiquitin mediated proteolysis - Apis mellifera (honey bee)
412331	XP_006564789			
412332	XP_026297385	K15166		
412339	XP_026297233	K02202	ame03022	Basal transcription factors - Apis mellifera (honey bee)
412339	XP_026297233	K02202	ame03420	Nucleotide excision repair - Apis mellifera (honey bee)
412341	XP_395802	K01796	ame01100	
412341	XP_395802	K01796	ame04146	Peroxisome - Apis mellifera (honey bee)
412342	XP_003249557	K23964		
412343	XP_016768715	K23791		
412345	XP_003249381	K11600	ame03018	RNA degradation - Apis mellifera (honey bee)
412346	XP_395807	K20298		
412348	XP_006566536	K15137		
412349	XP_395810	K23565		
412350	XP_395811	K11404		
412351	XP_006558383	K22380		
412353	XP_016770898	K08770	ame04120	Ubiquitin mediated proteolysis - Apis mellifera (honey bee)
412353	XP_016770898	K08770	ame04137	Mitophagy - animal - Apis mellifera (honey bee)
412353	XP_016770898	K08770	ame04140	Autophagy - animal - Apis mellifera (honey bee)
412354	XP_006571742			
412355	XP_026299252	K00901	ame00561	Glycerolipid metabolism - Apis mellifera (honey bee)
412355	XP_026299252	K00901	ame00564	Glycerophospholipid metabolism - Apis mellifera (honey bee)
412355	XP_026299252	K00901	ame01100	
412355	XP_026299252	K00901	ame04070	Phosphatidylinositol signaling system - Apis mellifera (honey bee)
412357	XP_006561423	K09454		
412360	XP_016768411	K10582	ame04120	Ubiquitin mediated proteolysis - Apis mellifera (honey bee)
412361	XP_026297176	K24142		
412362	XP_026297163	K15779	ame00010	Glycolysis / Gluconeogenesis - Apis mellifera (honey bee)
412362	XP_026297163	K15779	ame00030	Pentose phosphate pathway - Apis mellifera (honey bee)
412362	XP_026297163	K15779	ame00052	Galactose metabolism - Apis mellifera (honey bee)
412362	XP_026297163	K15779	ame00230	Purine metabolism - Apis mellifera (honey bee)
412362	XP_026297163	K15779	ame00500	Starch and sucrose metabolism - Apis mellifera (honey bee)
412362	XP_026297163	K15779	ame00520	Amino sugar and nucleotide sugar metabolism - Apis mellifera (honey bee)
412362	XP_026297163	K15779	ame01100	
412362	XP_026297163	K15779	ame01250	Biosynthesis of nucleotide sugars - Apis mellifera (honey bee)
412363	XP_395824	K25470		
412366	XP_395826	K22074		
412367	XP_395827	K02876	ame03010	Ribosome - Apis mellifera (honey bee)
412371	XP_006565557	K12604	ame03018	RNA degradation - Apis mellifera (honey bee)
412372	XP_026297510	K17509		
412375	XP_006559032			
412377	XP_395835	K15175		
412378	XP_006567967	K03424		
412379	XP_006557809	K17686		
412381	XP_395839	K12189	ame04144	Endocytosis - Apis mellifera (honey bee)
412382	XP_395840			
412384	XP_006571528	K10481		
412386	XP_395844	K23282	ame04140	Autophagy - animal - Apis mellifera (honey bee)
412388	XP_006572212	K12606	ame03018	RNA degradation - Apis mellifera (honey bee)
412391	XP_016769201	K04978		
412393	XP_395851	K08660	ame00330	Arginine and proline metabolism - Apis mellifera (honey bee)
412393	XP_395851	K08660	ame00340	Histidine metabolism - Apis mellifera (honey bee)
412393	XP_395851	K08660	ame00410	beta-Alanine metabolism - Apis mellifera (honey bee)
412393	XP_395851	K08660	ame01100	
412394	XP_016772826	K01206	ame00511	Other glycan degradation - Apis mellifera (honey bee)
412394	XP_016772826	K01206	ame04142	Lysosome - Apis mellifera (honey bee)
412396	XP_006572317	K02263	ame00190	Oxidative phosphorylation - Apis mellifera (honey bee)
412396	XP_006572317	K02263	ame01100	
412397	XP_006562818			
412398	XP_006569756			
412399	XP_026300136	K08202		
412401	XP_026296460	K20053		
412406	XP_006571452	K11798		
412407	XP_395864	K24991		
412408	XP_006562162	K24971		
412409	XP_395866	K17804		
412410	XP_006568203	K14557	ame03008	Ribosome biogenesis in eukaryotes - Apis mellifera (honey bee)
412412	XP_026302081	K13110		
412414	XP_006566542	K18726		
412416	XP_006560673	K18729		
412419	XP_016766857	K04688	ame04140	Autophagy - animal - Apis mellifera (honey bee)
412419	XP_016766857	K04688	ame04150	mTOR signaling pathway - Apis mellifera (honey bee)
412419	XP_016766857	K04688	ame04213	Longevity regulating pathway - multiple species - Apis mellifera (honey bee)
412419	XP_016766857	K04688	ame04350	TGF-beta signaling pathway - Apis mellifera (honey bee)
412422	XP_006563372	K15144		
412423	XP_006558681	K00738	ame00510	N-Glycan biosynthesis - Apis mellifera (honey bee)
412423	XP_006558681	K00738	ame00513	Various types of N-glycan biosynthesis - Apis mellifera (honey bee)
412423	XP_006558681	K00738	ame01100	
412424	XP_006559341	K15104		
412426	XP_026296830			
412427	NP_001159378	K02156	ame04320	Dorso-ventral axis formation - Apis mellifera (honey bee)
412430	XP_006558342			
412431	XP_006562424	K14610		
412432	XP_026295499	K09054	ame04141	Protein processing in endoplasmic reticulum - Apis mellifera (honey bee)
412435	XP_395892	K15276		
412436	XP_016771951	K17580		
412439	XP_016768833	K22738		
412442	XP_395899	K11161	ame00830	Retinol metabolism - Apis mellifera (honey bee)
412442	XP_395899	K11161	ame01100	
412442	XP_395899	K11161	ame01240	Biosynthesis of cofactors - Apis mellifera (honey bee)
412443	XP_006557288			
412444	XP_006558948			
412445	XP_016767934	K05901	ame00740	Riboflavin metabolism - Apis mellifera (honey bee)
412445	XP_016767934	K05901	ame00860	Porphyrin metabolism - Apis mellifera (honey bee)
412445	XP_016767934	K05901	ame01100	
412446	XP_395903	K17541		
412448	XP_395905	K14709		
412449	XP_395906	K16465		
412451	XP_026299010	K21437		
412452	XP_006559330	K09113		
412453	XP_006557644	K20799		
412454	XP_026297790	K12600	ame03018	RNA degradation - Apis mellifera (honey bee)
412455	XP_006557792	K12236		
412456	XP_395913	K12366	ame04148	Efferocytosis - Apis mellifera (honey bee)
412457	XP_006567213			
412458	XP_026299083	K15890	ame00900	Terpenoid backbone biosynthesis - Apis mellifera (honey bee)
412458	XP_026299083	K15890	ame00981	Insect hormone biosynthesis - Apis mellifera (honey bee)
412459	XP_006559790	K21437		
412460	XP_006565218	K01758	ame00260	Glycine, serine and threonine metabolism - Apis mellifera (honey bee)
412460	XP_006565218	K01758	ame00270	Cysteine and methionine metabolism - Apis mellifera (honey bee)
412460	XP_006565218	K01758	ame00450	Selenocompound metabolism - Apis mellifera (honey bee)
412460	XP_006565218	K01758	ame00670	One carbon pool by folate - Apis mellifera (honey bee)
412460	XP_006565218	K01758	ame01100	
412460	XP_006565218	K01758	ame01230	Biosynthesis of amino acids - Apis mellifera (honey bee)
412464	XP_395921	K14317	ame03013	Nucleocytoplasmic transport - Apis mellifera (honey bee)
412465	XP_006557711	K06571		
412467	XP_395924	K00602	ame00230	Purine metabolism - Apis mellifera (honey bee)
412467	XP_395924	K00602	ame00670	One carbon pool by folate - Apis mellifera (honey bee)
412467	XP_395924	K00602	ame01100	
412468	XP_026296432	K27496		
412470	XP_016772417	K04372		
412471	XP_006558773	K13596	ame04350	TGF-beta signaling pathway - Apis mellifera (honey bee)
412472	XP_006558740	K11790		
412473	XP_395930	K02902	ame03010	Ribosome - Apis mellifera (honey bee)
412475	XP_006559124	K08706		
412476	XP_006559127			
412478	XP_003250277	K13216		
412480	XP_395937	K14849		
412481	XP_395938	K19600		
412484	NP_001157188	K01446	ame04624	Toll and Imd signaling pathway - Apis mellifera (honey bee)
412487	XP_026296548	K17095		
412488	XP_395945	K10744	ame03030	DNA replication - Apis mellifera (honey bee)
412489	XP_016772338	K06316		
412491	XP_016768705			
412495	XP_006569606	K24736		
412503	XP_026301321	K13577		
412504	XP_016769083			
412505	XP_395961	K09540	ame03060	Protein export - Apis mellifera (honey bee)
412505	XP_395961	K09540	ame04141	Protein processing in endoplasmic reticulum - Apis mellifera (honey bee)
412506	XP_395962			
412508	XP_006564561	K09291	ame03013	Nucleocytoplasmic transport - Apis mellifera (honey bee)
412509	NP_001229315	K13145		
