	dme	ncbi	ko	pathway	pathname
11879	Dmel_CG2819	NP_477330			
11880	Dmel_CG2822	NP_476721	K04887		
11881	Dmel_CG2826	NP_652642			
11882	Dmel_CG2827	NP_523835	K00616	map00030	Pentose phosphate pathway
11883	Dmel_CG2827	NP_523835	K00616	map00710	Carbon fixation by Calvin cycle
11884	Dmel_CG2827	NP_523835	K00616	map01100	
11885	Dmel_CG2827	NP_523835	K00616	map01110	Biosynthesis of secondary metabolites
11886	Dmel_CG2827	NP_523835	K00616	map01120	Microbial metabolism in diverse environments
11887	Dmel_CG2827	NP_523835	K00616	map01200	Carbon metabolism
11888	Dmel_CG2827	NP_523835	K00616	map01230	Biosynthesis of amino acids
11889	Dmel_CG2830	NP_524925	K04077	map03018	RNA degradation
11890	Dmel_CG2830	NP_524925	K04077	map04212	Longevity regulating pathway - worm
11891	Dmel_CG2830	NP_524925	K04077	map04940	Type I diabetes mellitus
11892	Dmel_CG2830	NP_524925	K04077	map05134	Legionellosis
11893	Dmel_CG2830	NP_524925	K04077	map05152	Tuberculosis
11894	Dmel_CG2830	NP_524925	K04077	map05417	Lipid and atherosclerosis
11895	Dmel_CG2835	NP_001163283	K04632	map01522	Endocrine resistance
11896	Dmel_CG2835	NP_001163283	K04632	map04015	Rap1 signaling pathway
11897	Dmel_CG2835	NP_001163283	K04632	map04020	Calcium signaling pathway
11898	Dmel_CG2835	NP_001163283	K04632	map04024	cAMP signaling pathway
11899	Dmel_CG2835	NP_001163283	K04632	map04072	Phospholipase D signaling pathway
11900	Dmel_CG2835	NP_001163283	K04632	map04261	Adrenergic signaling in cardiomyocytes
11901	Dmel_CG2835	NP_001163283	K04632	map04270	Vascular smooth muscle contraction
11902	Dmel_CG2835	NP_001163283	K04632	map04361	Axon regeneration
11903	Dmel_CG2835	NP_001163283	K04632	map04540	Gap junction
11904	Dmel_CG2835	NP_001163283	K04632	map04611	Platelet activation
11905	Dmel_CG2835	NP_001163283	K04632	map04713	Circadian entrainment
11906	Dmel_CG2835	NP_001163283	K04632	map04714	Thermogenesis
11907	Dmel_CG2835	NP_001163283	K04632	map04724	Glutamatergic synapse
11908	Dmel_CG2835	NP_001163283	K04632	map04726	Serotonergic synapse
11909	Dmel_CG2835	NP_001163283	K04632	map04728	Dopaminergic synapse
11910	Dmel_CG2835	NP_001163283	K04632	map04730	Long-term depression
11911	Dmel_CG2835	NP_001163283	K04632	map04750	Inflammatory mediator regulation of TRP channels
11912	Dmel_CG2835	NP_001163283	K04632	map04911	Insulin secretion
11913	Dmel_CG2835	NP_001163283	K04632	map04912	GnRH signaling pathway
11914	Dmel_CG2835	NP_001163283	K04632	map04913	Ovarian steroidogenesis
11915	Dmel_CG2835	NP_001163283	K04632	map04915	Estrogen signaling pathway
11916	Dmel_CG2835	NP_001163283	K04632	map04916	Melanogenesis
11917	Dmel_CG2835	NP_001163283	K04632	map04918	Thyroid hormone synthesis
11918	Dmel_CG2835	NP_001163283	K04632	map04921	Oxytocin signaling pathway
11919	Dmel_CG2835	NP_001163283	K04632	map04922	Glucagon signaling pathway
11920	Dmel_CG2835	NP_001163283	K04632	map04923	Regulation of lipolysis in adipocytes
11921	Dmel_CG2835	NP_001163283	K04632	map04924	Renin secretion
11922	Dmel_CG2835	NP_001163283	K04632	map04925	Aldosterone synthesis and secretion
11923	Dmel_CG2835	NP_001163283	K04632	map04926	Relaxin signaling pathway
11924	Dmel_CG2835	NP_001163283	K04632	map04927	Cortisol synthesis and secretion
11925	Dmel_CG2835	NP_001163283	K04632	map04928	Parathyroid hormone synthesis, secretion and action
11926	Dmel_CG2835	NP_001163283	K04632	map04934	Cushing syndrome
11927	Dmel_CG2835	NP_001163283	K04632	map04935	Growth hormone synthesis, secretion and action
11928	Dmel_CG2835	NP_001163283	K04632	map04961	Endocrine and other factor-regulated calcium reabsorption
11929	Dmel_CG2835	NP_001163283	K04632	map04962	Vasopressin-regulated water reabsorption
11930	Dmel_CG2835	NP_001163283	K04632	map04970	Salivary secretion
11931	Dmel_CG2835	NP_001163283	K04632	map04971	Gastric acid secretion
11932	Dmel_CG2835	NP_001163283	K04632	map04972	Pancreatic secretion
11933	Dmel_CG2835	NP_001163283	K04632	map04976	Bile secretion
11934	Dmel_CG2835	NP_001163283	K04632	map05012	Parkinson disease
11935	Dmel_CG2835	NP_001163283	K04632	map05030	Cocaine addiction
11936	Dmel_CG2835	NP_001163283	K04632	map05031	Amphetamine addiction
11937	Dmel_CG2835	NP_001163283	K04632	map05032	Morphine addiction
11938	Dmel_CG2835	NP_001163283	K04632	map05034	Alcoholism
11939	Dmel_CG2835	NP_001163283	K04632	map05110	Vibrio cholerae infection
11940	Dmel_CG2835	NP_001163283	K04632	map05142	Chagas disease
11941	Dmel_CG2835	NP_001163283	K04632	map05146	Amoebiasis
11942	Dmel_CG2835	NP_001163283	K04632	map05163	Human cytomegalovirus infection
11943	Dmel_CG2835	NP_001163283	K04632	map05165	Human papillomavirus infection
11944	Dmel_CG2835	NP_001163283	K04632	map05200	Pathways in cancer
11945	Dmel_CG2835	NP_001163283	K04632	map05207	Chemical carcinogenesis - receptor activation
11946	Dmel_CG2835	NP_001163283	K04632	map05414	Dilated cardiomyopathy
11947	Dmel_CG2837	NP_001097086			
11948	Dmel_CG2839	NP_608540			
11949	Dmel_CG2841	NP_001245488			
11950	Dmel_CG2843	NP_608705			
11951	Dmel_CG2845	NP_001096867	K04365	map01521	EGFR tyrosine kinase inhibitor resistance
11952	Dmel_CG2845	NP_001096867	K04365	map01522	Endocrine resistance
11953	Dmel_CG2845	NP_001096867	K04365	map04010	MAPK signaling pathway
11954	Dmel_CG2845	NP_001096867	K04365	map04012	ErbB signaling pathway
11955	Dmel_CG2845	NP_001096867	K04365	map04013	MAPK signaling pathway - fly
11956	Dmel_CG2845	NP_001096867	K04365	map04015	Rap1 signaling pathway
11957	Dmel_CG2845	NP_001096867	K04365	map04024	cAMP signaling pathway
11958	Dmel_CG2845	NP_001096867	K04365	map04062	Chemokine signaling pathway
11959	Dmel_CG2845	NP_001096867	K04365	map04068	FoxO signaling pathway
11960	Dmel_CG2845	NP_001096867	K04365	map04150	mTOR signaling pathway
11961	Dmel_CG2845	NP_001096867	K04365	map04214	Apoptosis - fly
11962	Dmel_CG2845	NP_001096867	K04365	map04270	Vascular smooth muscle contraction
11963	Dmel_CG2845	NP_001096867	K04365	map04320	Dorso-ventral axis formation
11964	Dmel_CG2845	NP_001096867	K04365	map04510	Focal adhesion
11965	Dmel_CG2845	NP_001096867	K04365	map04650	Natural killer cell mediated cytotoxicity
11966	Dmel_CG2845	NP_001096867	K04365	map04720	Long-term potentiation
11967	Dmel_CG2845	NP_001096867	K04365	map04722	Neurotrophin signaling pathway
11968	Dmel_CG2845	NP_001096867	K04365	map04726	Serotonergic synapse
11969	Dmel_CG2845	NP_001096867	K04365	map04730	Long-term depression
11970	Dmel_CG2845	NP_001096867	K04365	map04810	Regulation of actin cytoskeleton
11971	Dmel_CG2845	NP_001096867	K04365	map04910	Insulin signaling pathway
11972	Dmel_CG2845	NP_001096867	K04365	map04914	Progesterone-mediated oocyte maturation
11973	Dmel_CG2845	NP_001096867	K04365	map04928	Parathyroid hormone synthesis, secretion and action
11974	Dmel_CG2845	NP_001096867	K04365	map04934	Cushing syndrome
11975	Dmel_CG2845	NP_001096867	K04365	map05010	Alzheimer disease
11976	Dmel_CG2845	NP_001096867	K04365	map05022	Pathways of neurodegeneration - multiple diseases
11977	Dmel_CG2845	NP_001096867	K04365	map05034	Alcoholism
11978	Dmel_CG2845	NP_001096867	K04365	map05160	Hepatitis C
11979	Dmel_CG2845	NP_001096867	K04365	map05161	Hepatitis B
11980	Dmel_CG2845	NP_001096867	K04365	map05200	Pathways in cancer
11981	Dmel_CG2845	NP_001096867	K04365	map05205	Proteoglycans in cancer
11982	Dmel_CG2845	NP_001096867	K04365	map05208	Chemical carcinogenesis - reactive oxygen species
11983	Dmel_CG2845	NP_001096867	K04365	map05210	Colorectal cancer
11984	Dmel_CG2845	NP_001096867	K04365	map05211	Renal cell carcinoma
11985	Dmel_CG2845	NP_001096867	K04365	map05212	Pancreatic cancer
11986	Dmel_CG2845	NP_001096867	K04365	map05213	Endometrial cancer
11987	Dmel_CG2845	NP_001096867	K04365	map05214	Glioma
11988	Dmel_CG2845	NP_001096867	K04365	map05215	Prostate cancer
11989	Dmel_CG2845	NP_001096867	K04365	map05216	Thyroid cancer
11990	Dmel_CG2845	NP_001096867	K04365	map05218	Melanoma
11991	Dmel_CG2845	NP_001096867	K04365	map05219	Bladder cancer
11992	Dmel_CG2845	NP_001096867	K04365	map05220	Chronic myeloid leukemia
11993	Dmel_CG2845	NP_001096867	K04365	map05221	Acute myeloid leukemia
11994	Dmel_CG2845	NP_001096867	K04365	map05223	Non-small cell lung cancer
11995	Dmel_CG2845	NP_001096867	K04365	map05224	Breast cancer
11996	Dmel_CG2845	NP_001096867	K04365	map05225	Hepatocellular carcinoma
11997	Dmel_CG2845	NP_001096867	K04365	map05226	Gastric cancer
11998	Dmel_CG2846	NP_001287218	K00861	map00740	Riboflavin metabolism
11999	Dmel_CG2846	NP_001287218	K00861	map01100	
12000	Dmel_CG2846	NP_001287218	K00861	map01110	Biosynthesis of secondary metabolites
12001	Dmel_CG2846	NP_001287218	K00861	map01240	Biosynthesis of cofactors
12002	Dmel_CG2848	NP_001259961	K15436	map03013	Nucleocytoplasmic transport
12003	Dmel_CG2848	NP_001259961	K15436	map03250	Viral life cycle - HIV-1
12004	Dmel_CG2849	NP_525063	K07834	map04014	Ras signaling pathway
12005	Dmel_CG2849	NP_525063	K07834	map04015	Rap1 signaling pathway
12006	Dmel_CG2849	NP_525063	K07834	map04072	Phospholipase D signaling pathway
12007	Dmel_CG2849	NP_525063	K07834	map05132	Salmonella infection
12008	Dmel_CG2849	NP_525063	K07834	map05200	Pathways in cancer
12009	Dmel_CG2849	NP_525063	K07834	map05210	Colorectal cancer
12010	Dmel_CG2849	NP_525063	K07834	map05212	Pancreatic cancer
12011	Dmel_CG2851	NP_476949	K09324		
12012	Dmel_CG2852	NP_611695	K03768		
12013	Dmel_CG2854	NP_569999			
12014	Dmel_CG2855	NP_001259963	K06172	map04330	Notch signaling pathway
12015	Dmel_CG2855	NP_001259963	K06172	map05010	Alzheimer disease
12016	Dmel_CG2857	NP_001246511	K15108		
12017	Dmel_CG2859	NP_477463	K03134	map03022	Basal transcription factors
12018	Dmel_CG2861	NP_001259245			
12019	Dmel_CG2862	NP_001259964	K02503		
12020	Dmel_CG2863	NP_477294	K14855		
12021	Dmel_CG2864	NP_001245511	K07759	map03410	Base excision repair
12022	Dmel_CG2865	NP_001259184			
12023	Dmel_CG2867	NP_001246972	K00764	map00230	Purine metabolism
12024	Dmel_CG2867	NP_001246972	K00764	map00250	Alanine, aspartate and glutamate metabolism
12025	Dmel_CG2867	NP_001246972	K00764	map01100	
12026	Dmel_CG2867	NP_001246972	K00764	map01110	Biosynthesis of secondary metabolites
12027	Dmel_CG2871	NP_572186			
12028	Dmel_CG2872	NP_524700	K04233		
12029	Dmel_CG2875	NP_001259219	K14771		
12030	Dmel_CG2885	NP_572627			
12031	Dmel_CG2887	NP_572633	K09510		
12032	Dmel_CG2889	NP_001245615			
12033	Dmel_CG2890	NP_525083	K15425		
12034	Dmel_CG2893	NP_001015260			
12035	Dmel_CG2898	NP_572623			
12036	Dmel_CG2899	NP_001287177	K18529	map04013	MAPK signaling pathway - fly
12037	Dmel_CG2899	NP_001287177	K18529	map04014	Ras signaling pathway
12038	Dmel_CG2901	NP_570077			
12039	Dmel_CG2902	NP_730940	K05208	map04014	Ras signaling pathway
12040	Dmel_CG2902	NP_730940	K05208	map04015	Rap1 signaling pathway
12041	Dmel_CG2902	NP_730940	K05208	map04020	Calcium signaling pathway
12042	Dmel_CG2902	NP_730940	K05208	map04024	cAMP signaling pathway
12043	Dmel_CG2902	NP_730940	K05208	map04080	Neuroactive ligand-receptor interaction
12044	Dmel_CG2902	NP_730940	K05208	map04713	Circadian entrainment
12045	Dmel_CG2902	NP_730940	K05208	map04720	Long-term potentiation
12046	Dmel_CG2902	NP_730940	K05208	map04724	Glutamatergic synapse
12047	Dmel_CG2902	NP_730940	K05208	map05010	Alzheimer disease
12048	Dmel_CG2902	NP_730940	K05208	map05014	Amyotrophic lateral sclerosis
12049	Dmel_CG2902	NP_730940	K05208	map05016	Huntington disease
12050	Dmel_CG2902	NP_730940	K05208	map05017	Spinocerebellar ataxia
12051	Dmel_CG2902	NP_730940	K05208	map05020	Prion disease
12052	Dmel_CG2902	NP_730940	K05208	map05022	Pathways of neurodegeneration - multiple diseases
12053	Dmel_CG2902	NP_730940	K05208	map05030	Cocaine addiction
12054	Dmel_CG2902	NP_730940	K05208	map05031	Amphetamine addiction
12055	Dmel_CG2902	NP_730940	K05208	map05033	Nicotine addiction
12056	Dmel_CG2902	NP_730940	K05208	map05034	Alcoholism
12057	Dmel_CG2903	NP_525099	K12182	map03250	Viral life cycle - HIV-1
12058	Dmel_CG2903	NP_525099	K12182	map04144	Endocytosis
12059	Dmel_CG2903	NP_525099	K12182	map04145	Phagosome
12060	Dmel_CG2904	NP_001096877	K27920		
12061	Dmel_CG2906	NP_001097225			
12062	Dmel_CG2909	NP_572616			
12063	Dmel_CG2910	NP_001286174	K13190		
12064	Dmel_CG2911	NP_001097689	K17867		
12065	Dmel_CG2914	NP_001285547	K09443		
12066	Dmel_CG2915	NP_610338			
12067	Dmel_CG2916	NP_651961	K16939	map05100	Bacterial invasion of epithelial cells
12068	Dmel_CG2916	NP_651961	K16939	map05131	Shigellosis
12069	Dmel_CG2917	NP_477320	K02606	map04110	Cell cycle
12070	Dmel_CG2917	NP_477320	K02606	map04111	Cell cycle - yeast
12071	Dmel_CG2917	NP_477320	K02606	map04113	Meiosis - yeast
12072	Dmel_CG2918	NP_001162645	K09486	map04141	Protein processing in endoplasmic reticulum
12073	Dmel_CG2919	NP_649557	K16728		
12074	Dmel_CG2921	NP_611635	K23114		
12075	Dmel_CG2922	NP_524238			
12076	Dmel_CG2924	NP_001284819	K10582	map04120	Ubiquitin mediated proteolysis
12077	Dmel_CG2925	NP_477114	K12827	map03040	Spliceosome
12078	Dmel_CG2926	NP_001262289	K17586		
12079	Dmel_CG2928	NP_477173			
12080	Dmel_CG2929	NP_001368956	K13711	map00562	Inositol phosphate metabolism
12081	Dmel_CG2929	NP_001368956	K13711	map01100	
12082	Dmel_CG2929	NP_001368956	K13711	map04070	Phosphatidylinositol signaling system
12083	Dmel_CG2930	NP_001284845	K14206	map04974	Protein digestion and absorption
12084	Dmel_CG2931	NP_649552	K25079		
12085	Dmel_CG2932	NP_572185			
12086	Dmel_CG2934	NP_570080	K02146	map00190	Oxidative phosphorylation
12087	Dmel_CG2934	NP_570080	K02146	map01100	
12088	Dmel_CG2934	NP_570080	K02146	map04142	Lysosome
12089	Dmel_CG2934	NP_570080	K02146	map04145	Phagosome
12090	Dmel_CG2934	NP_570080	K02146	map04721	Synaptic vesicle cycle
12091	Dmel_CG2934	NP_570080	K02146	map04966	Collecting duct acid secretion
12092	Dmel_CG2934	NP_570080	K02146	map05110	Vibrio cholerae infection
12093	Dmel_CG2934	NP_570080	K02146	map05120	Epithelial cell signaling in Helicobacter pylori infection
12094	Dmel_CG2934	NP_570080	K02146	map05152	Tuberculosis
12095	Dmel_CG2934	NP_570080	K02146	map05165	Human papillomavirus infection
12096	Dmel_CG2934	NP_570080	K02146	map05203	Viral carcinogenesis
12097	Dmel_CG2934	NP_570080	K02146	map05323	Rheumatoid arthritis
12098	Dmel_CG2937	NP_523473	K02967	map03010	Ribosome
12099	Dmel_CG2938	NP_001259226	K03377		
12100	Dmel_CG2939	NP_476834	K09385	map04068	FoxO signaling pathway
12101	Dmel_CG2941	NP_001284848			
12102	Dmel_CG2943	NP_001287215	K23562		
12103	Dmel_CG2944	NP_001246140	K10343		
12104	Dmel_CG2945	NP_477030	K15376	map00790	Folate biosynthesis
12105	Dmel_CG2945	NP_477030	K15376	map01100	
12106	Dmel_CG2945	NP_477030	K15376	map01240	Biosynthesis of cofactors
12107	Dmel_CG2945	NP_477030	K15376	map04727	GABAergic synapse
12108	Dmel_CG2947	NP_001014719	K09560		
12109	Dmel_CG2948	NP_649555	K13728	map04110	Cell cycle
12110	Dmel_CG2948	NP_649555	K13728	map04114	Oocyte meiosis
12111	Dmel_CG2948	NP_649555	K13728	map04914	Progesterone-mediated oocyte maturation
12112	Dmel_CG2948	NP_649555	K13728	map05100	Bacterial invasion of epithelial cells
12113	Dmel_CG2950	NP_001260053			
12114	Dmel_CG2955	NP_608817			
12115	Dmel_CG2956	NP_001033967	K09069	map05205	Proteoglycans in cancer
12116	Dmel_CG2957	NP_524270	K02996	map03010	Ribosome
12117	Dmel_CG2958	NP_652641			
12118	Dmel_CG2960	NP_001260018	K02927	map03010	Ribosome
12119	Dmel_CG2960	NP_001260018	K02927	map04120	Ubiquitin mediated proteolysis
12120	Dmel_CG2960	NP_001260018	K02927	map04137	Mitophagy - animal
12121	Dmel_CG2960	NP_001260018	K02927	map04140	Autophagy - animal
12122	Dmel_CG2960	NP_001260018	K02927	map05012	Parkinson disease
12123	Dmel_CG2960	NP_001260018	K02927	map05022	Pathways of neurodegeneration - multiple diseases
12124	Dmel_CG2960	NP_001260018	K02927	map05131	Shigellosis
12125	Dmel_CG2960	NP_001260018	K02927	map05167	Kaposi sarcoma-associated herpesvirus infection
12126	Dmel_CG2960	NP_001260018	K02927	map05171	Coronavirus disease - COVID-19
12127	Dmel_CG2961	NP_001285081			
12128	Dmel_CG2962	NP_572612			
12129	Dmel_CG2964	NP_608713	K00873	map00010	Glycolysis / Gluconeogenesis
12130	Dmel_CG2964	NP_608713	K00873	map00620	Pyruvate metabolism
12131	Dmel_CG2964	NP_608713	K00873	map01100	
12132	Dmel_CG2964	NP_608713	K00873	map01110	Biosynthesis of secondary metabolites
12133	Dmel_CG2964	NP_608713	K00873	map01120	Microbial metabolism in diverse environments
12134	Dmel_CG2964	NP_608713	K00873	map01200	Carbon metabolism
12135	Dmel_CG2964	NP_608713	K00873	map01230	Biosynthesis of amino acids
12136	Dmel_CG2964	NP_608713	K00873	map04922	Glucagon signaling pathway
12137	Dmel_CG2964	NP_608713	K00873	map04930	Type II diabetes mellitus
12138	Dmel_CG2964	NP_608713	K00873	map05165	Human papillomavirus infection
12139	Dmel_CG2964	NP_608713	K00873	map05203	Viral carcinogenesis
12140	Dmel_CG2964	NP_608713	K00873	map05230	Central carbon metabolism in cancer
12141	Dmel_CG2968	NP_001259397	K02134	map00190	Oxidative phosphorylation
12142	Dmel_CG2968	NP_001259397	K02134	map01100	
12143	Dmel_CG2968	NP_001259397	K02134	map04714	Thermogenesis
12144	Dmel_CG2968	NP_001259397	K02134	map05010	Alzheimer disease
12145	Dmel_CG2968	NP_001259397	K02134	map05012	Parkinson disease
12146	Dmel_CG2968	NP_001259397	K02134	map05014	Amyotrophic lateral sclerosis
12147	Dmel_CG2968	NP_001259397	K02134	map05016	Huntington disease
12148	Dmel_CG2968	NP_001259397	K02134	map05020	Prion disease
12149	Dmel_CG2968	NP_001259397	K02134	map05022	Pathways of neurodegeneration - multiple diseases
12150	Dmel_CG2968	NP_001259397	K02134	map05208	Chemical carcinogenesis - reactive oxygen species
12151	Dmel_CG2968	NP_001259397	K02134	map05415	Diabetic cardiomyopathy
12152	Dmel_CG2969	NP_001097078	K05679	map02010	ABC transporters
12153	Dmel_CG2969	NP_001097078	K05679	map05417	Lipid and atherosclerosis
12154	Dmel_CG2970	NP_001261161	K26392		
12155	Dmel_CG2972	NP_001285072	K11883	map03008	Ribosome biogenesis in eukaryotes
12156	Dmel_CG2973	NP_608718			
12157	Dmel_CG2974	NP_572604	K17759		
12158	Dmel_CG2975	NP_608719	K00731	map00512	Mucin type O-glycan biosynthesis
12159	Dmel_CG2975	NP_608719	K00731	map00514	Other types of O-glycan biosynthesis
12160	Dmel_CG2975	NP_608719	K00731	map01100	
12161	Dmel_CG2976	NP_001260048	K05955	map00900	Terpenoid backbone biosynthesis
12162	Dmel_CG2976	NP_001260048	K05955	map01110	Biosynthesis of secondary metabolites
12163	Dmel_CG2977	NP_788872	K22037		
12164	Dmel_CG2979	NP_001285070			
12165	Dmel_CG2980	NP_611856	K13174	map03013	Nucleocytoplasmic transport
12166	Dmel_CG2981	NP_001246139			
12167	Dmel_CG2982	NP_572160	K16914		
12168	Dmel_CG2983	NP_608723	K00731	map00512	Mucin type O-glycan biosynthesis
12169	Dmel_CG2983	NP_608723	K00731	map00514	Other types of O-glycan biosynthesis
12170	Dmel_CG2983	NP_608723	K00731	map01100	
12171	Dmel_CG2984	NP_001284867	K10147	map04115	p53 signaling pathway
12172	Dmel_CG2985	NP_001285071			
12173	Dmel_CG2986	NP_001259970	K02971	map03010	Ribosome
12174	Dmel_CG2986	NP_001259970	K02971	map05171	Coronavirus disease - COVID-19
12175	Dmel_CG2987	NP_652073			
12176	Dmel_CG2988	NP_731868	K09317		
12177	Dmel_CG2990	NP_001096933	K10742	map03030	DNA replication
12178	Dmel_CG2991	NP_608725			
12179	Dmel_CG2993	NP_001262347			
12180	Dmel_CG2995	NP_001259088	K11420	map00310	Lysine degradation
12181	Dmel_CG2995	NP_001259088	K11420	map01100	
12182	Dmel_CG2995	NP_001259088	K11420	map04211	Longevity regulating pathway
12183	Dmel_CG2998	NP_001285059	K02979	map03010	Ribosome
12184	Dmel_CG2998	NP_001285059	K02979	map05171	Coronavirus disease - COVID-19
12185	Dmel_CG2999	NP_001245426	K15293	map04721	Synaptic vesicle cycle
12186	Dmel_CG3000	NP_524852	K03364	map04110	Cell cycle
12187	Dmel_CG3000	NP_524852	K03364	map04111	Cell cycle - yeast
12188	Dmel_CG3000	NP_524852	K03364	map04120	Ubiquitin mediated proteolysis
12189	Dmel_CG3000	NP_524852	K03364	map04914	Progesterone-mediated oocyte maturation
12190	Dmel_CG30000	NP_610509	K00799	map00480	Glutathione metabolism
12191	Dmel_CG30000	NP_610509	K00799	map00980	Metabolism of xenobiotics by cytochrome P450
12192	Dmel_CG30000	NP_610509	K00799	map00982	Drug metabolism - cytochrome P450
12193	Dmel_CG30000	NP_610509	K00799	map00983	Drug metabolism - other enzymes
12194	Dmel_CG30000	NP_610509	K00799	map01100	
12195	Dmel_CG30000	NP_610509	K00799	map01524	Platinum drug resistance
12196	Dmel_CG30000	NP_610509	K00799	map04212	Longevity regulating pathway - worm
12197	Dmel_CG30000	NP_610509	K00799	map05200	Pathways in cancer
12198	Dmel_CG30000	NP_610509	K00799	map05204	Chemical carcinogenesis - DNA adducts
12199	Dmel_CG30000	NP_610509	K00799	map05207	Chemical carcinogenesis - receptor activation
12200	Dmel_CG30000	NP_610509	K00799	map05208	Chemical carcinogenesis - reactive oxygen species
12201	Dmel_CG30000	NP_610509	K00799	map05225	Hepatocellular carcinoma
12202	Dmel_CG30000	NP_610509	K00799	map05418	Fluid shear stress and atherosclerosis
12203	Dmel_CG30001	NP_724825			
12204	Dmel_CG30002	NP_001163100			
12205	Dmel_CG30005	NP_724816	K00799	map00480	Glutathione metabolism
12206	Dmel_CG30005	NP_724816	K00799	map00980	Metabolism of xenobiotics by cytochrome P450
12207	Dmel_CG30005	NP_724816	K00799	map00982	Drug metabolism - cytochrome P450
12208	Dmel_CG30005	NP_724816	K00799	map00983	Drug metabolism - other enzymes
12209	Dmel_CG30005	NP_724816	K00799	map01100	
12210	Dmel_CG30005	NP_724816	K00799	map01524	Platinum drug resistance
12211	Dmel_CG30005	NP_724816	K00799	map04212	Longevity regulating pathway - worm
12212	Dmel_CG30005	NP_724816	K00799	map05200	Pathways in cancer
12213	Dmel_CG30005	NP_724816	K00799	map05204	Chemical carcinogenesis - DNA adducts
12214	Dmel_CG30005	NP_724816	K00799	map05207	Chemical carcinogenesis - receptor activation
12215	Dmel_CG30005	NP_724816	K00799	map05208	Chemical carcinogenesis - reactive oxygen species
12216	Dmel_CG30005	NP_724816	K00799	map05225	Hepatocellular carcinoma
12217	Dmel_CG30005	NP_724816	K00799	map05418	Fluid shear stress and atherosclerosis
12218	Dmel_CG30007	NP_001163105			
12219	Dmel_CG30008	NP_724853			
12220	Dmel_CG3001	NP_001259384	K00844	map00010	Glycolysis / Gluconeogenesis
12221	Dmel_CG3001	NP_001259384	K00844	map00051	Fructose and mannose metabolism
12222	Dmel_CG3001	NP_001259384	K00844	map00052	Galactose metabolism
12223	Dmel_CG3001	NP_001259384	K00844	map00500	Starch and sucrose metabolism
12224	Dmel_CG3001	NP_001259384	K00844	map00520	Amino sugar and nucleotide sugar metabolism
12225	Dmel_CG3001	NP_001259384	K00844	map00521	Streptomycin biosynthesis
12226	Dmel_CG3001	NP_001259384	K00844	map00524	Neomycin, kanamycin and gentamicin biosynthesis
12227	Dmel_CG3001	NP_001259384	K00844	map01100	
12228	Dmel_CG3001	NP_001259384	K00844	map01110	Biosynthesis of secondary metabolites
12229	Dmel_CG3001	NP_001259384	K00844	map01120	Microbial metabolism in diverse environments
12230	Dmel_CG3001	NP_001259384	K00844	map01200	Carbon metabolism
12231	Dmel_CG3001	NP_001259384	K00844	map01250	Biosynthesis of nucleotide sugars
12232	Dmel_CG3001	NP_001259384	K00844	map04066	HIF-1 signaling pathway
12233	Dmel_CG3001	NP_001259384	K00844	map04910	Insulin signaling pathway
12234	Dmel_CG3001	NP_001259384	K00844	map04930	Type II diabetes mellitus
12235	Dmel_CG3001	NP_001259384	K00844	map04973	Carbohydrate digestion and absorption
12236	Dmel_CG3001	NP_001259384	K00844	map05131	Shigellosis
12237	Dmel_CG3001	NP_001259384	K00844	map05230	Central carbon metabolism in cancer
12238	Dmel_CG30010	NP_001260836			
12239	Dmel_CG30011	NP_001286271	K09275		
12240	Dmel_CG30015	NP_001097262			
12241	Dmel_CG30016	NP_724982	K07127	map00230	Purine metabolism
12242	Dmel_CG30016	NP_724982	K07127	map01100	
12243	Dmel_CG30016	NP_724982	K07127	map01120	Microbial metabolism in diverse environments
12244	Dmel_CG30018	NP_788325	K04599		
12245	Dmel_CG3002	NP_572571	K12404	map04142	Lysosome
12246	Dmel_CG30020	NP_001260875			
12247	Dmel_CG30021	NP_001137642	K24049		
12248	Dmel_CG30022	NP_725047	K17725	map00920	Sulfur metabolism
12249	Dmel_CG30022	NP_725047	K17725	map01100	
12250	Dmel_CG30022	NP_725047	K17725	map01120	Microbial metabolism in diverse environments
12251	Dmel_CG30023	NP_610683	K17725	map00920	Sulfur metabolism
12252	Dmel_CG30023	NP_610683	K17725	map01100	
12253	Dmel_CG30023	NP_610683	K17725	map01120	Microbial metabolism in diverse environments
12254	Dmel_CG30025	NP_725036	K01312	map04080	Neuroactive ligand-receptor interaction
12255	Dmel_CG30025	NP_725036	K01312	map04972	Pancreatic secretion
12256	Dmel_CG30025	NP_725036	K01312	map04974	Protein digestion and absorption
12257	Dmel_CG30025	NP_725036	K01312	map05164	Influenza A
12258	Dmel_CG30026	NP_725049			
12259	Dmel_CG30028	NP_725034	K01312	map04080	Neuroactive ligand-receptor interaction
12260	Dmel_CG30028	NP_725034	K01312	map04972	Pancreatic secretion
12261	Dmel_CG30028	NP_725034	K01312	map04974	Protein digestion and absorption
12262	Dmel_CG30028	NP_725034	K01312	map05164	Influenza A
12263	Dmel_CG30030	NP_725040	K08471		
12264	Dmel_CG30031	NP_725035	K01312	map04080	Neuroactive ligand-receptor interaction
12265	Dmel_CG30031	NP_725035	K01312	map04972	Pancreatic secretion
12266	Dmel_CG30031	NP_725035	K01312	map04974	Protein digestion and absorption
12267	Dmel_CG30031	NP_725035	K01312	map05164	Influenza A
12268	Dmel_CG30033	NP_001188906			
12269	Dmel_CG30035	NP_610693	K14258		
