	dme	ncbi	ko	dmepathway	dmepathname
7626	Dmel_CG2981	NP_001246139			
7627	Dmel_CG2982	NP_572160	K16914		
7628	Dmel_CG2983	NP_608723	K00731	dme00512	Mucin type O-glycan biosynthesis - Drosophila melanogaster (fruit fly)
7629	Dmel_CG2983	NP_608723	K00731	dme00514	Other types of O-glycan biosynthesis - Drosophila melanogaster (fruit fly)
7630	Dmel_CG2983	NP_608723	K00731	dme01100	
7631	Dmel_CG2984	NP_001284867	K10147	dme04115	p53 signaling pathway - Drosophila melanogaster (fruit fly)
7632	Dmel_CG2985	NP_001285071			
7633	Dmel_CG2986	NP_001259970	K02971	dme03010	Ribosome - Drosophila melanogaster (fruit fly)
7634	Dmel_CG2987	NP_652073			
7635	Dmel_CG2988	NP_731868	K09317		
7636	Dmel_CG2990	NP_001096933	K10742	dme03030	DNA replication - Drosophila melanogaster (fruit fly)
7637	Dmel_CG2991	NP_608725			
7638	Dmel_CG2993	NP_001262347			
7639	Dmel_CG2995	NP_001259088	K11420	dme00310	Lysine degradation - Drosophila melanogaster (fruit fly)
7640	Dmel_CG2995	NP_001259088	K11420	dme01100	
7641	Dmel_CG2998	NP_001285059	K02979	dme03010	Ribosome - Drosophila melanogaster (fruit fly)
7642	Dmel_CG2999	NP_001245426	K15293		
7643	Dmel_CG3000	NP_524852	K03364	dme04110	Cell cycle - Drosophila melanogaster (fruit fly)
7644	Dmel_CG3000	NP_524852	K03364	dme04120	Ubiquitin mediated proteolysis - Drosophila melanogaster (fruit fly)
7645	Dmel_CG3000	NP_524852	K03364	dme04914	Progesterone-mediated oocyte maturation - Drosophila melanogaster (fruit fly)
7646	Dmel_CG30000	NP_610509	K00799	dme00480	Glutathione metabolism - Drosophila melanogaster (fruit fly)
7647	Dmel_CG30000	NP_610509	K00799	dme00980	Metabolism of xenobiotics by cytochrome P450 - Drosophila melanogaster (fruit fly)
7648	Dmel_CG30000	NP_610509	K00799	dme00982	Drug metabolism - cytochrome P450 - Drosophila melanogaster (fruit fly)
7649	Dmel_CG30000	NP_610509	K00799	dme00983	Drug metabolism - other enzymes - Drosophila melanogaster (fruit fly)
7650	Dmel_CG30000	NP_610509	K00799	dme01100	
7651	Dmel_CG30001	NP_724825			
7652	Dmel_CG30002	NP_001163100			
7653	Dmel_CG30005	NP_724816	K00799	dme00480	Glutathione metabolism - Drosophila melanogaster (fruit fly)
7654	Dmel_CG30005	NP_724816	K00799	dme00980	Metabolism of xenobiotics by cytochrome P450 - Drosophila melanogaster (fruit fly)
7655	Dmel_CG30005	NP_724816	K00799	dme00982	Drug metabolism - cytochrome P450 - Drosophila melanogaster (fruit fly)
7656	Dmel_CG30005	NP_724816	K00799	dme00983	Drug metabolism - other enzymes - Drosophila melanogaster (fruit fly)
7657	Dmel_CG30005	NP_724816	K00799	dme01100	
7658	Dmel_CG30007	NP_001163105			
7659	Dmel_CG30008	NP_724853			
7660	Dmel_CG3001	NP_001259384	K00844	dme00010	Glycolysis / Gluconeogenesis - Drosophila melanogaster (fruit fly)
7661	Dmel_CG3001	NP_001259384	K00844	dme00051	Fructose and mannose metabolism - Drosophila melanogaster (fruit fly)
7662	Dmel_CG3001	NP_001259384	K00844	dme00052	Galactose metabolism - Drosophila melanogaster (fruit fly)
7663	Dmel_CG3001	NP_001259384	K00844	dme00500	Starch and sucrose metabolism - Drosophila melanogaster (fruit fly)
7664	Dmel_CG3001	NP_001259384	K00844	dme00520	Amino sugar and nucleotide sugar metabolism - Drosophila melanogaster (fruit fly)
7665	Dmel_CG3001	NP_001259384	K00844	dme01100	
7666	Dmel_CG3001	NP_001259384	K00844	dme01200	Carbon metabolism - Drosophila melanogaster (fruit fly)
7667	Dmel_CG3001	NP_001259384	K00844	dme01250	Biosynthesis of nucleotide sugars - Drosophila melanogaster (fruit fly)
7668	Dmel_CG3001	NP_001259384	K00844	dme04910	Insulin signaling pathway - Drosophila melanogaster (fruit fly)
7669	Dmel_CG30010	NP_001260836			
7670	Dmel_CG30011	NP_001286271	K09275		
7671	Dmel_CG30015	NP_001097262			
7672	Dmel_CG30016	NP_724982	K07127	dme00230	Purine metabolism - Drosophila melanogaster (fruit fly)
7673	Dmel_CG30016	NP_724982	K07127	dme01100	
7674	Dmel_CG30018	NP_788325	K04599		
7675	Dmel_CG3002	NP_572571	K12404	dme04142	Lysosome - Drosophila melanogaster (fruit fly)
7676	Dmel_CG30020	NP_001260875			
7677	Dmel_CG30021	NP_001137642	K24049		
7678	Dmel_CG30022	NP_725047	K17725	dme00920	Sulfur metabolism - Drosophila melanogaster (fruit fly)
7679	Dmel_CG30022	NP_725047	K17725	dme01100	
7680	Dmel_CG30023	NP_610683	K17725	dme00920	Sulfur metabolism - Drosophila melanogaster (fruit fly)
7681	Dmel_CG30023	NP_610683	K17725	dme01100	
7682	Dmel_CG30025	NP_725036	K01312	dme04080	Neuroactive ligand-receptor interaction - Drosophila melanogaster (fruit fly)
7683	Dmel_CG30026	NP_725049			
7684	Dmel_CG30028	NP_725034	K01312	dme04080	Neuroactive ligand-receptor interaction - Drosophila melanogaster (fruit fly)
7685	Dmel_CG30030	NP_725040	K08471		
7686	Dmel_CG30031	NP_725035	K01312	dme04080	Neuroactive ligand-receptor interaction - Drosophila melanogaster (fruit fly)
7687	Dmel_CG30033	NP_001188906			
7688	Dmel_CG30035	NP_610693	K14258		
7689	Dmel_CG30036	NP_725096			
7690	Dmel_CG30037	NP_725097	K07819	dme00601	Glycosphingolipid biosynthesis - lacto and neolacto series - Drosophila melanogaster (fruit fly)
7691	Dmel_CG30037	NP_725097	K07819	dme01100	
7692	Dmel_CG30039	NP_725100			
7693	Dmel_CG3004	NP_572572	K08266	dme04136	Autophagy - other - Drosophila melanogaster (fruit fly)
7694	Dmel_CG3004	NP_572572	K08266	dme04140	Autophagy - animal - Drosophila melanogaster (fruit fly)
7695	Dmel_CG3004	NP_572572	K08266	dme04150	mTOR signaling pathway - Drosophila melanogaster (fruit fly)
7696	Dmel_CG30040	NP_001260910			
7697	Dmel_CG30042	NP_610769			
7698	Dmel_CG30043	NP_725143			
7699	Dmel_CG30044	NP_610792			
7700	Dmel_CG30045	NP_001097285			
7701	Dmel_CG30046	NP_001286341			
7702	Dmel_CG30047	NP_725141			
7703	Dmel_CG30048	NP_001400986			
7704	Dmel_CG30049	NP_725142			
7705	Dmel_CG30050	NP_725159			
7706	Dmel_CG30051	NP_725169	K22145		
7707	Dmel_CG30052	NP_610812			
7708	Dmel_CG30053	NP_725221			
7709	Dmel_CG30054	NP_001036538	K04634	dme04261	Adrenergic signaling in cardiomyocytes - Drosophila melanogaster (fruit fly)
7710	Dmel_CG30054	NP_001036538	K04634	dme04270	Vascular smooth muscle contraction - Drosophila melanogaster (fruit fly)
7711	Dmel_CG30054	NP_001036538	K04634	dme04371	Apelin signaling pathway - Drosophila melanogaster (fruit fly)
7712	Dmel_CG30054	NP_001036538	K04634	dme04540	Gap junction - Drosophila melanogaster (fruit fly)
7713	Dmel_CG30054	NP_001036538	K04634	dme04745	Phototransduction - fly - Drosophila melanogaster (fruit fly)
7714	Dmel_CG30054	NP_001036538	K04634	dme04912	GnRH signaling pathway - Drosophila melanogaster (fruit fly)
7715	Dmel_CG30054	NP_001036538	K04634	dme04916	Melanogenesis - Drosophila melanogaster (fruit fly)
7716	Dmel_CG30056	NP_725186			
7717	Dmel_CG30058	NP_001286381			
7718	Dmel_CG30059	NP_610872	K01137	dme00531	Glycosaminoglycan degradation - Drosophila melanogaster (fruit fly)
7719	Dmel_CG30059	NP_610872	K01137	dme01100	
7720	Dmel_CG30059	NP_610872	K01137	dme04142	Lysosome - Drosophila melanogaster (fruit fly)
7721	Dmel_CG3006	NP_611859			
7722	Dmel_CG30060	NP_725293			
7723	Dmel_CG30062	NP_725299	K13915		
7724	Dmel_CG30065	NP_725294			
7725	Dmel_CG30067	NP_725385			
7726	Dmel_CG30069	NP_610937			
7727	Dmel_CG30072	NP_725387			
7728	Dmel_CG30073	NP_725386			
7729	Dmel_CG30074	NP_725388			
7730	Dmel_CG30075	NP_725390			
7731	Dmel_CG30076	NP_725400			
7732	Dmel_CG30077	NP_725401	K20185		
7733	Dmel_CG3008	NP_608871	K08872		
7734	Dmel_CG30080	NP_001188947			
7735	Dmel_CG30081	NP_725440			
7736	Dmel_CG30082	NP_001188942			
7737	Dmel_CG30083	NP_725492			
7738	Dmel_CG30084	NP_001027420	K19867	dme04820	Cytoskeleton in muscle cells - Drosophila melanogaster (fruit fly)
7739	Dmel_CG30085	NP_725497			
7740	Dmel_CG30087	NP_725489			
7741	Dmel_CG30088	NP_725488			
7742	Dmel_CG30089	NP_001286466			
7743	Dmel_CG3009	NP_001162665	K01047	dme00564	Glycerophospholipid metabolism - Drosophila melanogaster (fruit fly)
7744	Dmel_CG3009	NP_001162665	K01047	dme00565	Ether lipid metabolism - Drosophila melanogaster (fruit fly)
7745	Dmel_CG3009	NP_001162665	K01047	dme00590	Arachidonic acid metabolism - Drosophila melanogaster (fruit fly)
7746	Dmel_CG3009	NP_001162665	K01047	dme00592	alpha-Linolenic acid metabolism - Drosophila melanogaster (fruit fly)
7747	Dmel_CG3009	NP_001162665	K01047	dme01100	
7748	Dmel_CG3009	NP_001162665	K01047	dme04270	Vascular smooth muscle contraction - Drosophila melanogaster (fruit fly)
7749	Dmel_CG30090	NP_725487			
7750	Dmel_CG30091	NP_725484			
7751	Dmel_CG30092	NP_001163256			
7752	Dmel_CG30093	NP_725504	K02266	dme00190	Oxidative phosphorylation - Drosophila melanogaster (fruit fly)
7753	Dmel_CG30093	NP_725504	K02266	dme01100	
7754	Dmel_CG30093	NP_725504	K02266	dme04260	Cardiac muscle contraction - Drosophila melanogaster (fruit fly)
7755	Dmel_CG30094	NP_725535			
7756	Dmel_CG30095	NP_725529			
7757	Dmel_CG30096	NP_725563			
7758	Dmel_CG30098	NP_725573			
7759	Dmel_CG30099	NP_611112			
7760	Dmel_CG30100	NP_001286484	K23498		
7761	Dmel_CG30101	NP_611205			
7762	Dmel_CG30103	NP_725682	K19970	dme00230	Purine metabolism - Drosophila melanogaster (fruit fly)
7763	Dmel_CG30103	NP_725682	K19970	dme00240	Pyrimidine metabolism - Drosophila melanogaster (fruit fly)
7764	Dmel_CG30103	NP_725682	K19970	dme00760	Nicotinate and nicotinamide metabolism - Drosophila melanogaster (fruit fly)
7765	Dmel_CG30103	NP_725682	K19970	dme01100	
7766	Dmel_CG30103	NP_725682	K19970	dme01232	Nucleotide metabolism - Drosophila melanogaster (fruit fly)
7767	Dmel_CG30104	NP_611218	K19970	dme00230	Purine metabolism - Drosophila melanogaster (fruit fly)
7768	Dmel_CG30104	NP_611218	K19970	dme00240	Pyrimidine metabolism - Drosophila melanogaster (fruit fly)
7769	Dmel_CG30104	NP_611218	K19970	dme00760	Nicotinate and nicotinamide metabolism - Drosophila melanogaster (fruit fly)
7770	Dmel_CG30104	NP_611218	K19970	dme01100	
7771	Dmel_CG30104	NP_611218	K19970	dme01232	Nucleotide metabolism - Drosophila melanogaster (fruit fly)
7772	Dmel_CG30105	NP_725699	K10745	dme03030	DNA replication - Drosophila melanogaster (fruit fly)
7773	Dmel_CG30106	NP_611241	K04170	dme04080	Neuroactive ligand-receptor interaction - Drosophila melanogaster (fruit fly)
7774	Dmel_CG30108	NP_725705	K17968		
7775	Dmel_CG30109	NP_725706	K17968		
7776	Dmel_CG3011	NP_001138162	K00600	dme00260	Glycine, serine and threonine metabolism - Drosophila melanogaster (fruit fly)
7777	Dmel_CG3011	NP_001138162	K00600	dme00630	Glyoxylate and dicarboxylate metabolism - Drosophila melanogaster (fruit fly)
7778	Dmel_CG3011	NP_001138162	K00600	dme00670	One carbon pool by folate - Drosophila melanogaster (fruit fly)
7779	Dmel_CG3011	NP_001138162	K00600	dme01100	
7780	Dmel_CG3011	NP_001138162	K00600	dme01200	Carbon metabolism - Drosophila melanogaster (fruit fly)
7781	Dmel_CG3011	NP_001138162	K00600	dme01230	Biosynthesis of amino acids - Drosophila melanogaster (fruit fly)
7782	Dmel_CG3011	NP_001138162	K00600	dme01240	Biosynthesis of cofactors - Drosophila melanogaster (fruit fly)
7783	Dmel_CG3011	NP_001138162	K00600	dme04981	Folate transport and metabolism - Drosophila melanogaster (fruit fly)
7784	Dmel_CG30110	NP_725734			
7785	Dmel_CG30114	NP_725765			
7786	Dmel_CG30115	NP_001261075	K23859		
7787	Dmel_CG30116	NP_611337	K24734		
7788	Dmel_CG30118	NP_611333			
7789	Dmel_CG30120	NP_725795			
7790	Dmel_CG30122	NP_001163196			
7791	Dmel_CG30125	NP_725850			
7792	Dmel_CG30128	NP_725925			
7793	Dmel_CG30129	NP_611443			
7794	Dmel_CG3014	NP_001138022			
7795	Dmel_CG30141	NP_725966			
7796	Dmel_CG30142	NP_001286632			
7797	Dmel_CG30145	NP_611488			
7798	Dmel_CG30147	NP_611493	K24456		
7799	Dmel_CG30148	NP_001286634			
7800	Dmel_CG30149	NP_611499			
7801	Dmel_CG30150	NP_725973			
7802	Dmel_CG30151	NP_725968			
7803	Dmel_CG30152	NP_001286642	K26403		
7804	Dmel_CG30154	NP_665881			
7805	Dmel_CG30156	NP_001260752	K09518	dme04141	Protein processing in endoplasmic reticulum - Drosophila melanogaster (fruit fly)
7806	Dmel_CG30157	NP_001286151	K24154		
7807	Dmel_CG30158	NP_652315			
7808	Dmel_CG30159	NP_001163069			
7809	Dmel_CG3016	NP_001284912	K11851	dme04137	Mitophagy - animal - Drosophila melanogaster (fruit fly)
7810	Dmel_CG30160	NP_724526	K06497	dme03272	Virion - Hepatitis viruses - Drosophila melanogaster (fruit fly)
7811	Dmel_CG30160	NP_724526	K06497	dme04142	Lysosome - Drosophila melanogaster (fruit fly)
7812	Dmel_CG30161	NP_611953			
7813	Dmel_CG30163	NP_001286853			
7814	Dmel_CG30169	NP_611925			
7815	Dmel_CG3017	NP_477281	K00643	dme00260	Glycine, serine and threonine metabolism - Drosophila melanogaster (fruit fly)
7816	Dmel_CG3017	NP_477281	K00643	dme00860	Porphyrin metabolism - Drosophila melanogaster (fruit fly)
7817	Dmel_CG3017	NP_477281	K00643	dme01100	
7818	Dmel_CG3017	NP_477281	K00643	dme01240	Biosynthesis of cofactors - Drosophila melanogaster (fruit fly)
7819	Dmel_CG30170	NP_523832			
7820	Dmel_CG30172	NP_001286811			
7821	Dmel_CG30173	NP_001286810	K05752	dme04810	Regulation of actin cytoskeleton - Drosophila melanogaster (fruit fly)
7822	Dmel_CG30176	NP_726372	K14294	dme03013	Nucleocytoplasmic transport - Drosophila melanogaster (fruit fly)
7823	Dmel_CG30176	NP_726372	K14294	dme03015	mRNA surveillance pathway - Drosophila melanogaster (fruit fly)
7824	Dmel_CG30177	NP_726366			
7825	Dmel_CG30178	NP_726395			
7826	Dmel_CG3018	NP_001259833	K10577	dme03013	Nucleocytoplasmic transport - Drosophila melanogaster (fruit fly)
7827	Dmel_CG3018	NP_001259833	K10577	dme04120	Ubiquitin mediated proteolysis - Drosophila melanogaster (fruit fly)
7828	Dmel_CG30181	NP_726336			
7829	Dmel_CG30183	NP_001137745	K18621		
7830	Dmel_CG30184	NP_726341			
7831	Dmel_CG30185	NP_660194	K15439		
7832	Dmel_CG30186	NP_726292	K08471		
7833	Dmel_CG30187	NP_001246475			
7834	Dmel_CG30189	NP_726287	K08471		
7835	Dmel_CG3019	NP_476756			
7836	Dmel_CG30191	NP_523818	K08471		
7837	Dmel_CG30192	NP_726294			
7838	Dmel_CG30195	NP_611696			
7839	Dmel_CG30196	NP_726220			
7840	Dmel_CG30197	NP_725399			
7841	Dmel_CG30203	NP_725128			
7842	Dmel_CG3021	NP_652639	K21027		
7843	Dmel_CG3022	NP_001162846	K04615	dme04080	Neuroactive ligand-receptor interaction - Drosophila melanogaster (fruit fly)
7844	Dmel_CG30222	NP_001286681			
7845	Dmel_CG3024	NP_001284866	K22990		
7846	Dmel_CG3025	NP_511051	K11308		
7847	Dmel_CG30259	NP_611708	K23728		
7848	Dmel_CG3026	NP_569873	K08991	dme03440	Homologous recombination - Drosophila melanogaster (fruit fly)
7849	Dmel_CG3026	NP_569873	K08991	dme03460	Fanconi anemia pathway - Drosophila melanogaster (fruit fly)
7850	Dmel_CG30263	NP_001261125			
7851	Dmel_CG30265	NP_001286747			
7852	Dmel_CG30268	NP_611712	K25460		
7853	Dmel_CG30269	NP_001303360	K19363	dme04142	Lysosome - Drosophila melanogaster (fruit fly)
7854	Dmel_CG3027	NP_649732	K01431	dme00240	Pyrimidine metabolism - Drosophila melanogaster (fruit fly)
7855	Dmel_CG3027	NP_649732	K01431	dme00410	beta-Alanine metabolism - Drosophila melanogaster (fruit fly)
7856	Dmel_CG3027	NP_649732	K01431	dme00770	Pantothenate and CoA biosynthesis - Drosophila melanogaster (fruit fly)
7857	Dmel_CG3027	NP_649732	K01431	dme00983	Drug metabolism - other enzymes - Drosophila melanogaster (fruit fly)
7858	Dmel_CG3027	NP_649732	K01431	dme01100	
7859	Dmel_CG30270	NP_001356893			
7860	Dmel_CG30271	NP_001188986			
7861	Dmel_CG30272	NP_726254			
7862	Dmel_CG30273	NP_726223	K19363	dme04142	Lysosome - Drosophila melanogaster (fruit fly)
7863	Dmel_CG30274	NP_726252			
7864	Dmel_CG30275	NP_001137738			
7865	Dmel_CG30277	NP_611657			
7866	Dmel_CG30278	NP_001286710			
7867	Dmel_CG3028	NP_731872	K01107	dme00562	Inositol phosphate metabolism - Drosophila melanogaster (fruit fly)
7868	Dmel_CG3028	NP_731872	K01107	dme01100	
7869	Dmel_CG3028	NP_731872	K01107	dme04070	Phosphatidylinositol signaling system - Drosophila melanogaster (fruit fly)
7870	Dmel_CG30280	NP_611641			
7871	Dmel_CG30281	NP_726164			
7872	Dmel_CG30283	NP_611587			
7873	Dmel_CG30284	NP_726096			
7874	Dmel_CG30285	NP_726103			
7875	Dmel_CG30286	NP_001163239			
7876	Dmel_CG30287	NP_726083			
7877	Dmel_CG30288	NP_001097398			
7878	Dmel_CG30289	NP_726081			
7879	Dmel_CG3029	NP_536793	K12399	dme04142	Lysosome - Drosophila melanogaster (fruit fly)
7880	Dmel_CG30290	NP_001286691	K01598	dme00770	Pantothenate and CoA biosynthesis - Drosophila melanogaster (fruit fly)
7881	Dmel_CG30290	NP_001286691	K01598	dme01100	
7882	Dmel_CG30290	NP_001286691	K01598	dme01240	Biosynthesis of cofactors - Drosophila melanogaster (fruit fly)
7883	Dmel_CG30291	NP_726016			
7884	Dmel_CG30293	NP_726022	K01183	dme00520	Amino sugar and nucleotide sugar metabolism - Drosophila melanogaster (fruit fly)
7885	Dmel_CG30293	NP_726022	K01183	dme01100	
7886	Dmel_CG30295	NP_611522	K10572	dme00562	Inositol phosphate metabolism - Drosophila melanogaster (fruit fly)
7887	Dmel_CG30295	NP_611522	K10572	dme01100	
7888	Dmel_CG30295	NP_611522	K10572	dme04070	Phosphatidylinositol signaling system - Drosophila melanogaster (fruit fly)
7889	Dmel_CG30296	NP_001097389	K26164		
7890	Dmel_CG3032	NP_001284974			
7891	Dmel_CG30323	NP_001261064			
7892	Dmel_CG30324	NP_725558			
7893	Dmel_CG30325	NP_725733			
7894	Dmel_CG30329	NP_725837	K02154	dme00190	Oxidative phosphorylation - Drosophila melanogaster (fruit fly)
7895	Dmel_CG30329	NP_725837	K02154	dme01100	
7896	Dmel_CG30329	NP_725837	K02154	dme04142	Lysosome - Drosophila melanogaster (fruit fly)
7897	Dmel_CG30329	NP_725837	K02154	dme04145	Phagosome - Drosophila melanogaster (fruit fly)
7898	Dmel_CG3033	NP_572273	K05289	dme00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Drosophila melanogaster (fruit fly)
7899	Dmel_CG3033	NP_572273	K05289	dme01100	
7900	Dmel_CG30330	NP_611758	K08471		
7901	Dmel_CG30334	NP_001246281			
7902	Dmel_CG30338	NP_724811			
7903	Dmel_CG30339	NP_724813			
7904	Dmel_CG3034	NP_569870	K15139		
7905	Dmel_CG30340	NP_724812			
7906	Dmel_CG30342	NP_610463	K12849	dme03040	Spliceosome - Drosophila melanogaster (fruit fly)
7907	Dmel_CG30343	NP_001246219			
7908	Dmel_CG30344	NP_724759	K14613	dme04981	Folate transport and metabolism - Drosophila melanogaster (fruit fly)
7909	Dmel_CG30345	NP_724760	K14613	dme04981	Folate transport and metabolism - Drosophila melanogaster (fruit fly)
7910	Dmel_CG30349	NP_610421	K14546	dme03008	Ribosome biogenesis in eukaryotes - Drosophila melanogaster (fruit fly)
7911	Dmel_CG3035	NP_001259302	K12398	dme04142	Lysosome - Drosophila melanogaster (fruit fly)
7912	Dmel_CG30350	NP_724715			
7913	Dmel_CG30354	NP_001260811	K00416	dme00190	Oxidative phosphorylation - Drosophila melanogaster (fruit fly)
7914	Dmel_CG30354	NP_001260811	K00416	dme01100	
7915	Dmel_CG30354	NP_001260811	K00416	dme04260	Cardiac muscle contraction - Drosophila melanogaster (fruit fly)
7916	Dmel_CG30355	NP_724698			
7917	Dmel_CG30356	NP_724709			
7918	Dmel_CG30357	NP_724707			
7919	Dmel_CG30359	NP_001163088			
7920	Dmel_CG3036	NP_001260058	K08193		
7921	Dmel_CG30360	NP_724679			
7922	Dmel_CG30361	NP_001137619	K04611		
7923	Dmel_CG30362	NP_610373			
7924	Dmel_CG30363	NP_724673			
7925	Dmel_CG30364	NP_001286194			
7926	Dmel_CG30365	NP_001286195			
7927	Dmel_CG30366	NP_001097231			
7928	Dmel_CG30369	NP_724661			
7929	Dmel_CG30371	NP_610370			
7930	Dmel_CG30372	NP_001014504	K12488	dme04144	Endocytosis - Drosophila melanogaster (fruit fly)
7931	Dmel_CG30373	NP_001286189	K27339		
7932	Dmel_CG30375	NP_724665			
7933	Dmel_CG30376	NP_724664			
7934	Dmel_CG30377	NP_001286171			
7935	Dmel_CG30378	NP_724628	K02183	dme04070	Phosphatidylinositol signaling system - Drosophila melanogaster (fruit fly)
7936	Dmel_CG30378	NP_724628	K02183	dme04114	Oocyte meiosis - Drosophila melanogaster (fruit fly)
7937	Dmel_CG30378	NP_724628	K02183	dme04218	Cellular senescence - Drosophila melanogaster (fruit fly)
7938	Dmel_CG30378	NP_724628	K02183	dme04261	Adrenergic signaling in cardiomyocytes - Drosophila melanogaster (fruit fly)
7939	Dmel_CG30378	NP_724628	K02183	dme04270	Vascular smooth muscle contraction - Drosophila melanogaster (fruit fly)
7940	Dmel_CG30378	NP_724628	K02183	dme04371	Apelin signaling pathway - Drosophila melanogaster (fruit fly)
7941	Dmel_CG30378	NP_724628	K02183	dme04625	C-type lectin receptor signaling pathway - Drosophila melanogaster (fruit fly)
7942	Dmel_CG30378	NP_724628	K02183	dme04744	Phototransduction - Drosophila melanogaster (fruit fly)
7943	Dmel_CG30378	NP_724628	K02183	dme04745	Phototransduction - fly - Drosophila melanogaster (fruit fly)
7944	Dmel_CG30378	NP_724628	K02183	dme04910	Insulin signaling pathway - Drosophila melanogaster (fruit fly)
7945	Dmel_CG30378	NP_724628	K02183	dme04912	GnRH signaling pathway - Drosophila melanogaster (fruit fly)
7946	Dmel_CG30378	NP_724628	K02183	dme04916	Melanogenesis - Drosophila melanogaster (fruit fly)
7947	Dmel_CG30379	NP_724626	K24205		
7948	Dmel_CG3038	NP_001284732			
7949	Dmel_CG30380	NP_724625			
7950	Dmel_CG30381	NP_001097221	K07541	dme00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Drosophila melanogaster (fruit fly)
7951	Dmel_CG30381	NP_001097221	K07541	dme01100	
7952	Dmel_CG30382	NP_001163078	K02730	dme03050	Proteasome - Drosophila melanogaster (fruit fly)
7953	Dmel_CG30383	NP_724612			
7954	Dmel_CG30384	NP_610263			
7955	Dmel_CG30385	NP_724537			
7956	Dmel_CG30388	NP_001286661	K05631	dme04530	Tight junction - Drosophila melanogaster (fruit fly)
7957	Dmel_CG30389	NP_001261116			
7958	Dmel_CG3039	NP_001245557	K22037		
7959	Dmel_CG30390	NP_001286673	K11364		
7960	Dmel_CG30391	NP_611566			
7961	Dmel_CG30392	NP_001286672	K27909		
7962	Dmel_CG30393	NP_726044			
7963	Dmel_CG30394	NP_611578	K14996		
7964	Dmel_CG30395	NP_726116			
7965	Dmel_CG30396	NP_726135	K08471		
7966	Dmel_CG30398	NP_726113			
7967	Dmel_CG3040	NP_572372			
7968	Dmel_CG30401	NP_726137			
7969	Dmel_CG30403	NP_726108			
7970	Dmel_CG30404	NP_726111	K22076		
7971	Dmel_CG3041	NP_731873	K02604	dme04110	Cell cycle - Drosophila melanogaster (fruit fly)
7972	Dmel_CG30410	NP_001246480	K01807	dme00030	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)
7973	Dmel_CG30410	NP_001246480	K01807	dme01100	
7974	Dmel_CG30410	NP_001246480	K01807	dme01200	Carbon metabolism - Drosophila melanogaster (fruit fly)
7975	Dmel_CG30410	NP_001246480	K01807	dme01230	Biosynthesis of amino acids - Drosophila melanogaster (fruit fly)
7976	Dmel_CG30411	NP_726325			
7977	Dmel_CG30412	NP_001286763			
7978	Dmel_CG30413	NP_726308			
7979	Dmel_CG30414	NP_001163264			
7980	Dmel_CG30415	NP_726318			
7981	Dmel_CG30416	NP_001286764			
7982	Dmel_CG30417	NP_726307			
7983	Dmel_CG30418	NP_611900	K25687		
7984	Dmel_CG30419	NP_611899			
7985	Dmel_CG30421	NP_001286855	K11852		
7986	Dmel_CG30423	NP_726490			
7987	Dmel_CG30424	NP_001097455			
7988	Dmel_CG30425	NP_001014551	K02928	dme03010	Ribosome - Drosophila melanogaster (fruit fly)
7989	Dmel_CG30427	NP_001163298	K13356	dme04146	Peroxisome - Drosophila melanogaster (fruit fly)
7990	Dmel_CG30428	NP_001286880			
7991	Dmel_CG30429	NP_726512			
7992	Dmel_CG30430	NP_001286877			
7993	Dmel_CG30431	NP_610211			
7994	Dmel_CG30432	NP_724464			
7995	Dmel_CG30438	NP_001260710			
7996	Dmel_CG3044	NP_572361	K01183	dme00520	Amino sugar and nucleotide sugar metabolism - Drosophila melanogaster (fruit fly)
7997	Dmel_CG3044	NP_572361	K01183	dme01100	
7998	Dmel_CG30440	NP_610172	K23860		
7999	Dmel_CG30441	NP_724409	K16473		
8000	Dmel_CG30443	NP_724479			
8001	Dmel_CG30445	NP_610226			
8002	Dmel_CG30446	NP_724489	K22329	dme00350	Tyrosine metabolism - Drosophila melanogaster (fruit fly)
8003	Dmel_CG30446	NP_724489	K22329	dme01100	
8004	Dmel_CG30447	NP_001163212			
8005	Dmel_CG30448	NP_001188980			
8006	Dmel_CG3045	NP_611646	K01855		
8007	Dmel_CG30450	NP_725926			
8008	Dmel_CG30457	NP_611198			
8009	Dmel_CG30458	NP_725663			
8010	Dmel_CG30460	NP_001097355			
8011	Dmel_CG30461	NP_001286512			
8012	Dmel_CG30463	NP_001097342	K00710	dme00512	Mucin type O-glycan biosynthesis - Drosophila melanogaster (fruit fly)
8013	Dmel_CG30463	NP_001097342	K00710	dme00514	Other types of O-glycan biosynthesis - Drosophila melanogaster (fruit fly)
8014	Dmel_CG30463	NP_001097342	K00710	dme01100	
8015	Dmel_CG30464	NP_611042			
8016	Dmel_CG30466	NP_001286463			
8017	Dmel_CG30467	NP_611044			
8018	Dmel_CG30468	NP_725470			
8019	Dmel_CG30469	NP_725469			
8020	Dmel_CG3047	NP_523475			
8021	Dmel_CG30471	NP_001261001			
8022	Dmel_CG30472	NP_725463			
8023	Dmel_CG30473	NP_725436			
8024	Dmel_CG30476	NP_725413			
8025	Dmel_CG30479	NP_001260975			
8026	Dmel_CG3048	NP_001097080	K09848	dme04214	Apoptosis - fly - Drosophila melanogaster (fruit fly)
8027	Dmel_CG30480	NP_001260976			
8028	Dmel_CG30481	NP_725343	K17434		
