tca	ncbi	ko	pathway	pathname
659219	NP_001165843	K05692	map04145	Phagosome
659219	NP_001165843	K05692	map04210	Apoptosis
659219	NP_001165843	K05692	map04390	Hippo signaling pathway
659219	NP_001165843	K05692	map04391	Hippo signaling pathway - fly
659219	NP_001165843	K05692	map04510	Focal adhesion
659219	NP_001165843	K05692	map04520	Adherens junction
659219	NP_001165843	K05692	map04530	Tight junction
659219	NP_001165843	K05692	map04611	Platelet activation
659219	NP_001165843	K05692	map04613	Neutrophil extracellular trap formation
659219	NP_001165843	K05692	map04670	Leukocyte transendothelial migration
659219	NP_001165843	K05692	map04714	Thermogenesis
659219	NP_001165843	K05692	map04745	Phototransduction - fly
659219	NP_001165843	K05692	map04810	Regulation of actin cytoskeleton
659219	NP_001165843	K05692	map04814	Motor proteins
659219	NP_001165843	K05692	map04820	Cytoskeleton in muscle cells
659219	NP_001165843	K05692	map04919	Thyroid hormone signaling pathway
659219	NP_001165843	K05692	map04921	Oxytocin signaling pathway
659219	NP_001165843	K05692	map04971	Gastric acid secretion
659219	NP_001165843	K05692	map05014	Amyotrophic lateral sclerosis
659219	NP_001165843	K05692	map05100	Bacterial invasion of epithelial cells
659219	NP_001165843	K05692	map05110	Vibrio cholerae infection
659219	NP_001165843	K05692	map05130	Pathogenic Escherichia coli infection
659219	NP_001165843	K05692	map05131	Shigellosis
659219	NP_001165843	K05692	map05132	Salmonella infection
659219	NP_001165843	K05692	map05135	Yersinia infection
659219	NP_001165843	K05692	map05164	Influenza A
659219	NP_001165843	K05692	map05205	Proteoglycans in cancer
659219	NP_001165843	K05692	map05225	Hepatocellular carcinoma
659219	NP_001165843	K05692	map05410	Hypertrophic cardiomyopathy
659219	NP_001165843	K05692	map05412	Arrhythmogenic right ventricular cardiomyopathy
659219	NP_001165843	K05692	map05414	Dilated cardiomyopathy
659219	NP_001165843	K05692	map05416	Viral myocarditis
659219	NP_001165843	K05692	map05418	Fluid shear stress and atherosclerosis
659221	XP_001810667	K03469	map03030	DNA replication
659222	XP_970640	K16681	map04390	Hippo signaling pathway
659222	XP_970640	K16681	map04391	Hippo signaling pathway - fly
659223	XP_970641	K01893	map00970	Aminoacyl-tRNA biosynthesis
659224	XP_008198689			
659225	XP_015839542	K02540	map03030	DNA replication
659225	XP_015839542	K02540	map04110	Cell cycle
659225	XP_015839542	K02540	map04111	Cell cycle - yeast
659225	XP_015839542	K02540	map04113	Meiosis - yeast
659226	NP_001298082	K01365	map04140	Autophagy - animal
659226	NP_001298082	K01365	map04142	Lysosome
659226	NP_001298082	K01365	map04145	Phagosome
659226	NP_001298082	K01365	map04210	Apoptosis
659226	NP_001298082	K01365	map04612	Antigen processing and presentation
659226	NP_001298082	K01365	map05205	Proteoglycans in cancer
659226	NP_001298082	K01365	map05323	Rheumatoid arthritis
659226	NP_001298082	K01365	map05418	Fluid shear stress and atherosclerosis
659227	XP_015840633	K00844	map00010	Glycolysis / Gluconeogenesis
659227	XP_015840633	K00844	map00051	Fructose and mannose metabolism
659227	XP_015840633	K00844	map00052	Galactose metabolism
659227	XP_015840633	K00844	map00500	Starch and sucrose metabolism
659227	XP_015840633	K00844	map00520	Amino sugar and nucleotide sugar metabolism
659227	XP_015840633	K00844	map00521	Streptomycin biosynthesis
659227	XP_015840633	K00844	map00524	Neomycin, kanamycin and gentamicin biosynthesis
659227	XP_015840633	K00844	map01100	
659227	XP_015840633	K00844	map01110	Biosynthesis of secondary metabolites
659227	XP_015840633	K00844	map01120	Microbial metabolism in diverse environments
659227	XP_015840633	K00844	map01200	Carbon metabolism
659227	XP_015840633	K00844	map01250	Biosynthesis of nucleotide sugars
659227	XP_015840633	K00844	map04066	HIF-1 signaling pathway
659227	XP_015840633	K00844	map04910	Insulin signaling pathway
659227	XP_015840633	K00844	map04930	Type II diabetes mellitus
659227	XP_015840633	K00844	map04973	Carbohydrate digestion and absorption
659227	XP_015840633	K00844	map05131	Shigellosis
659227	XP_015840633	K00844	map05230	Central carbon metabolism in cancer
659228	XP_970646	K09494		
659229	XP_015832951	K04097	map00480	Glutathione metabolism
659229	XP_015832951	K04097	map00590	Arachidonic acid metabolism
659229	XP_015832951	K04097	map00980	Metabolism of xenobiotics by cytochrome P450
659229	XP_015832951	K04097	map00982	Drug metabolism - cytochrome P450
659229	XP_015832951	K04097	map01100	
659229	XP_015832951	K04097	map05204	Chemical carcinogenesis - DNA adducts
659230	XP_970648			
659231	XP_970649	K14319	map03013	Nucleocytoplasmic transport
659232	XP_008191963	K05284	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
659232	XP_008191963	K05284	map01100	
659233	XP_008191126			
659234	XP_015833709	K06823	map04974	Protein digestion and absorption
659235	XP_008191376			
659236	XP_015834234	K19403		
659237	XP_970655	K13335	map04146	Peroxisome
659238	XP_015834910	K11418	map04613	Neutrophil extracellular trap formation
659238	XP_015834910	K11418	map05034	Alcoholism
659238	XP_015834910	K11418	map05203	Viral carcinogenesis
659239	XP_970657	K20724	map03013	Nucleocytoplasmic transport
659240	XP_008192914	K11471	map03083	Polycomb repressive complex
659241	XP_970659	K21891		
659242	XP_970660	K11188	map00480	Glutathione metabolism
659242	XP_970660	K11188	map00940	Phenylpropanoid biosynthesis
659242	XP_970660	K11188	map01100	
659242	XP_970660	K11188	map01110	Biosynthesis of secondary metabolites
659243	NP_001164136	K05759	map04013	MAPK signaling pathway - fly
659243	NP_001164136	K05759	map04015	Rap1 signaling pathway
659243	NP_001164136	K05759	map04810	Regulation of actin cytoskeleton
659243	NP_001164136	K05759	map05014	Amyotrophic lateral sclerosis
659243	NP_001164136	K05759	map05131	Shigellosis
659243	NP_001164136	K05759	map05132	Salmonella infection
659244	XP_970662	K07208	map04072	Phospholipase D signaling pathway
659244	XP_970662	K07208	map04140	Autophagy - animal
659244	XP_970662	K07208	map04150	mTOR signaling pathway
659244	XP_970662	K07208	map04151	PI3K-Akt signaling pathway
659244	XP_970662	K07208	map04152	AMPK signaling pathway
659244	XP_970662	K07208	map04211	Longevity regulating pathway
659244	XP_970662	K07208	map04218	Cellular senescence
659244	XP_970662	K07208	map04714	Thermogenesis
659244	XP_970662	K07208	map04910	Insulin signaling pathway
659244	XP_970662	K07208	map04919	Thyroid hormone signaling pathway
659244	XP_970662	K07208	map05163	Human cytomegalovirus infection
659244	XP_970662	K07208	map05165	Human papillomavirus infection
659244	XP_970662	K07208	map05168	Herpes simplex virus 1 infection
659244	XP_970662	K07208	map05231	Choline metabolism in cancer
659245	XP_008193938			
659246	XP_970664	K08516	map04130	SNARE interactions in vesicular transport
659246	XP_970664	K08516	map04138	Autophagy - yeast
659246	XP_970664	K08516	map04140	Autophagy - animal
659247	XP_970665	K13780	map04150	mTOR signaling pathway
659247	XP_970665	K13780	map05230	Central carbon metabolism in cancer
659248	XP_008194588			
659249	XP_970667			
659250	XP_015836582	K09313		
659252	XP_970670	K08585		
659253	XP_008196308	K01754	map00260	Glycine, serine and threonine metabolism
659253	XP_008196308	K01754	map00290	Valine, leucine and isoleucine biosynthesis
659253	XP_008196308	K01754	map01100	
659253	XP_008196308	K01754	map01110	Biosynthesis of secondary metabolites
659253	XP_008196308	K01754	map01200	Carbon metabolism
659253	XP_008196308	K01754	map01230	Biosynthesis of amino acids
659254	XP_008195301	K07847		
659255	XP_970673			
659256	XP_008195520	K12599	map03018	RNA degradation
659257	XP_970675	K03626	map04928	Parathyroid hormone synthesis, secretion and action
659258	XP_008196132			
659259	NP_001153625			
659260	XP_008197076	K13578	map04013	MAPK signaling pathway - fly
659260	XP_008197076	K13578	map04060	Cytokine-cytokine receptor interaction
659260	XP_008197076	K13578	map04350	TGF-beta signaling pathway
659260	XP_008197076	K13578	map04360	Axon guidance
659260	XP_008197076	K13578	map04390	Hippo signaling pathway
659260	XP_008197076	K13578	map04550	Signaling pathways regulating pluripotency of stem cells
659260	XP_008197076	K13578	map05418	Fluid shear stress and atherosclerosis
659261	XP_015838195	K01565	map00531	Glycosaminoglycan degradation
659261	XP_015838195	K01565	map01100	
659261	XP_015838195	K01565	map04142	Lysosome
659262	XP_970680	K06072		
659263	XP_008190793			
659265	XP_008197837	K08333	map04136	Autophagy - other
659265	XP_008197837	K08333	map04138	Autophagy - yeast
659265	XP_008197837	K08333	map04140	Autophagy - animal
659265	XP_008197837	K08333	map04371	Apelin signaling pathway
659265	XP_008197837	K08333	map05010	Alzheimer disease
659265	XP_008197837	K08333	map05014	Amyotrophic lateral sclerosis
659265	XP_008197837	K08333	map05016	Huntington disease
659265	XP_008197837	K08333	map05017	Spinocerebellar ataxia
659265	XP_008197837	K08333	map05022	Pathways of neurodegeneration - multiple diseases
659265	XP_008197837	K08333	map05131	Shigellosis
659266	XP_008197904	K15179	map03250	Viral life cycle - HIV-1
659267	XP_008197992	K16683	map04391	Hippo signaling pathway - fly
659267	XP_008197992	K16683	map04392	Hippo signaling pathway - multiple species
659268	XP_008198202	K13342	map04146	Peroxisome
659269	XP_015839269			
659270	XP_970688	K01052	map00100	Steroid biosynthesis
659270	XP_970688	K01052	map04142	Lysosome
659270	XP_970688	K01052	map04148	Efferocytosis
659270	XP_970688	K01052	map04979	Cholesterol metabolism
659271	XP_970689	K17285	map00920	Sulfur metabolism
659271	XP_970689	K17285	map01100	
659272	XP_008199064	K01785	map00010	Glycolysis / Gluconeogenesis
659272	XP_008199064	K01785	map00052	Galactose metabolism
659272	XP_008199064	K01785	map01100	
659272	XP_008199064	K01785	map01110	Biosynthesis of secondary metabolites
659272	XP_008199064	K01785	map01120	Microbial metabolism in diverse environments
659273	XP_015840355	K05643	map02010	ABC transporters
659274	XP_970692	K08056	map04141	Protein processing in endoplasmic reticulum
659274	XP_970692	K08056	map04612	Antigen processing and presentation
659274	XP_970692	K08056	map05163	Human cytomegalovirus infection
659274	XP_970692	K08056	map05168	Herpes simplex virus 1 infection
659274	XP_970692	K08056	map05169	Epstein-Barr virus infection
659274	XP_970692	K08056	map05170	Human immunodeficiency virus 1 infection
659276	XP_008199544	K18464	map04144	Endocytosis
659277	XP_008198125	K12663	map04146	Peroxisome
659280	XP_015833808			
659281	XP_970699	K14999		
659282	XP_970700	K20314		
659283	XP_970701	K10524	map00760	Nicotinate and nicotinamide metabolism
659283	XP_970701	K10524	map01100	
659284	XP_970702	K03351	map04110	Cell cycle
659284	XP_970702	K03351	map04111	Cell cycle - yeast
659284	XP_970702	K03351	map04113	Meiosis - yeast
659284	XP_970702	K03351	map04114	Oocyte meiosis
659284	XP_970702	K03351	map04120	Ubiquitin mediated proteolysis
659284	XP_970702	K03351	map04914	Progesterone-mediated oocyte maturation
659284	XP_970702	K03351	map05166	Human T-cell leukemia virus 1 infection
659285	XP_976308			
659287	XP_976077	K02367	map00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
659287	XP_976077	K02367	map01100	
659288	XP_001813184	K05679	map02010	ABC transporters
659288	XP_001813184	K05679	map05417	Lipid and atherosclerosis
659289	XP_015834618	K07190	map04020	Calcium signaling pathway
659289	XP_015834618	K07190	map04910	Insulin signaling pathway
659289	XP_015834618	K07190	map04922	Glucagon signaling pathway
659290	XP_008196501			
659291	XP_008197741	K02105	map04015	Rap1 signaling pathway
659291	XP_008197741	K02105	map04310	Wnt signaling pathway
659291	XP_008197741	K02105	map04390	Hippo signaling pathway
659291	XP_008197741	K02105	map04510	Focal adhesion
659291	XP_008197741	K02105	map04520	Adherens junction
659291	XP_008197741	K02105	map04550	Signaling pathways regulating pluripotency of stem cells
659291	XP_008197741	K02105	map04670	Leukocyte transendothelial migration
659291	XP_008197741	K02105	map04916	Melanogenesis
659291	XP_008197741	K02105	map04919	Thyroid hormone signaling pathway
659291	XP_008197741	K02105	map04934	Cushing syndrome
659291	XP_008197741	K02105	map04936	Alcoholic liver disease
659291	XP_008197741	K02105	map05010	Alzheimer disease
659291	XP_008197741	K02105	map05022	Pathways of neurodegeneration - multiple diseases
659291	XP_008197741	K02105	map05100	Bacterial invasion of epithelial cells
659291	XP_008197741	K02105	map05132	Salmonella infection
659291	XP_008197741	K02105	map05160	Hepatitis C
659291	XP_008197741	K02105	map05163	Human cytomegalovirus infection
659291	XP_008197741	K02105	map05165	Human papillomavirus infection
659291	XP_008197741	K02105	map05167	Kaposi sarcoma-associated herpesvirus infection
659291	XP_008197741	K02105	map05200	Pathways in cancer
659291	XP_008197741	K02105	map05205	Proteoglycans in cancer
659291	XP_008197741	K02105	map05210	Colorectal cancer
659291	XP_008197741	K02105	map05213	Endometrial cancer
659291	XP_008197741	K02105	map05215	Prostate cancer
659291	XP_008197741	K02105	map05216	Thyroid cancer
659291	XP_008197741	K02105	map05217	Basal cell carcinoma
659291	XP_008197741	K02105	map05224	Breast cancer
659291	XP_008197741	K02105	map05225	Hepatocellular carcinoma
659291	XP_008197741	K02105	map05226	Gastric cancer
659291	XP_008197741	K02105	map05412	Arrhythmogenic right ventricular cardiomyopathy
659291	XP_008197741	K02105	map05418	Fluid shear stress and atherosclerosis
659292	XP_970704	K20279	map00562	Inositol phosphate metabolism
659292	XP_970704	K20279	map01100	
659292	XP_970704	K20279	map04070	Phosphatidylinositol signaling system
659293	XP_970705	K03454		
659295	XP_970707	K20410	map04150	mTOR signaling pathway
659296	XP_970708	K24539		
659297	XP_970709	K09083		
659298	XP_008198781	K00746	map00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
659298	XP_008198781	K00746	map01100	
659300	XP_008201718	K20193		
659301	XP_008195047	K22470	map00920	Sulfur metabolism
659301	XP_008195047	K22470	map01100	
659301	XP_008195047	K22470	map01120	Microbial metabolism in diverse environments
659302	XP_970714	K04097	map00480	Glutathione metabolism
659302	XP_970714	K04097	map00590	Arachidonic acid metabolism
659302	XP_970714	K04097	map00980	Metabolism of xenobiotics by cytochrome P450
659302	XP_970714	K04097	map00982	Drug metabolism - cytochrome P450
659302	XP_970714	K04097	map01100	
659302	XP_970714	K04097	map05204	Chemical carcinogenesis - DNA adducts
659303	XP_970715	K05961	map00230	Purine metabolism
659303	XP_970715	K05961	map00240	Pyrimidine metabolism
659303	XP_970715	K05961	map01100	
659303	XP_970715	K05961	map01232	Nucleotide metabolism
659304	XP_976309			
659305	NP_001161902	K10719	map00981	Insect hormone biosynthesis
659306	XP_008191643			
659307	XP_008191257	K10305	map04068	FoxO signaling pathway
659309	XP_970719			
659310	XP_970720	K19197		
659311	XP_008191795	K16816	map00561	Glycerolipid metabolism
659311	XP_008191795	K16816	map01100	
659311	XP_008191795	K16816	map04714	Thermogenesis
659311	XP_008191795	K16816	map04923	Regulation of lipolysis in adipocytes
659312	XP_008192044			
659313	XP_970723			
659314	XP_015835186	K09503	map04141	Protein processing in endoplasmic reticulum
659315	XP_970725	K01900	map00020	Citrate cycle (TCA cycle)
659315	XP_970725	K01900	map00640	Propanoate metabolism
659315	XP_970725	K01900	map01100	
659315	XP_970725	K01900	map01110	Biosynthesis of secondary metabolites
659315	XP_970725	K01900	map01120	Microbial metabolism in diverse environments
659315	XP_970725	K01900	map01200	Carbon metabolism
659316	XP_008193031	K00624	map04146	Peroxisome
659317	XP_008193254			
659318	XP_015835628	K09884		
659319	XP_008193560			
659320	XP_008194038	K05544		
659321	XP_970731	K00815	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
659321	XP_970731	K00815	map00270	Cysteine and methionine metabolism
659321	XP_970731	K00815	map00350	Tyrosine metabolism
659321	XP_970731	K00815	map00360	Phenylalanine metabolism
659321	XP_970731	K00815	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
659321	XP_970731	K00815	map00401	Novobiocin biosynthesis
659321	XP_970731	K00815	map00950	Isoquinoline alkaloid biosynthesis
659321	XP_970731	K00815	map00960	Tropane, piperidine and pyridine alkaloid biosynthesis
659321	XP_970731	K00815	map01100	
659321	XP_970731	K00815	map01110	Biosynthesis of secondary metabolites
659322	NP_001308598	K00507	map01040	Biosynthesis of unsaturated fatty acids
659322	NP_001308598	K00507	map01100	
659322	NP_001308598	K00507	map01212	Fatty acid metabolism
659322	NP_001308598	K00507	map03320	PPAR signaling pathway
659322	NP_001308598	K00507	map04152	AMPK signaling pathway
659322	NP_001308598	K00507	map04212	Longevity regulating pathway - worm
659322	NP_001308598	K00507	map04936	Alcoholic liver disease
659323	XP_970733			
659324	NP_001161903			
659325	XP_970735	K16942	map05100	Bacterial invasion of epithelial cells
659325	XP_970735	K16942	map05131	Shigellosis
659326	XP_970736	K11373		
659327	XP_015836509			
659328	XP_970738	K17960		
659329	XP_970739	K05954	map00900	Terpenoid backbone biosynthesis
659329	XP_970739	K05954	map01110	Biosynthesis of secondary metabolites
659330	XP_970740			
659332	XP_970742	K04640		
659333	XP_008196134			
659334	XP_015838306	K08193		
659335	XP_970745	K13187		
659336	XP_008190794			
659337	XP_015838718	K22941		
659338	XP_008197905			
659339	XP_970749	K10588	map04120	Ubiquitin mediated proteolysis
659341	XP_008198475	K01052	map00100	Steroid biosynthesis
659341	XP_008198475	K01052	map04142	Lysosome
659341	XP_008198475	K01052	map04148	Efferocytosis
659341	XP_008198475	K01052	map04979	Cholesterol metabolism
659342	XP_008198970	K07945		
659344	XP_008199148	K05643	map02010	ABC transporters
659345	XP_970755	K17536	map04013	MAPK signaling pathway - fly
659348	XP_008199943	K06642	map03450	Non-homologous end-joining
659348	XP_008199943	K06642	map04110	Cell cycle
659349	XP_015840167	K06233	map04340	Hedgehog signaling pathway
659349	XP_015840167	K06233	map04918	Thyroid hormone synthesis
659349	XP_015840167	K06233	map04979	Cholesterol metabolism
659350	XP_008200163			
659351	XP_008200230	K13219		
659352	XP_970761	K12177		
659353	XP_008200305	K14407	map03015	mRNA surveillance pathway
659355	XP_008200435	K24816		
659356	XP_015834854	K16055	map00500	Starch and sucrose metabolism
659356	XP_015834854	K16055	map01100	
659356	XP_015834854	K16055	map01110	Biosynthesis of secondary metabolites
659357	XP_008194629			
659358	XP_008196506	K17751	map04022	cGMP-PKG signaling pathway
659358	XP_008196506	K17751	map04260	Cardiac muscle contraction
659358	XP_008196506	K17751	map04261	Adrenergic signaling in cardiomyocytes
659358	XP_008196506	K17751	map04814	Motor proteins
659358	XP_008196506	K17751	map04820	Cytoskeleton in muscle cells
659358	XP_008196506	K17751	map04919	Thyroid hormone signaling pathway
659358	XP_008196506	K17751	map05410	Hypertrophic cardiomyopathy
659358	XP_008196506	K17751	map05414	Dilated cardiomyopathy
659358	XP_008196506	K17751	map05416	Viral myocarditis
659359	XP_970765	K12891	map03040	Spliceosome
659359	XP_970765	K12891	map05168	Herpes simplex virus 1 infection
659360	XP_970766			
659361	XP_008200880	K00873	map00010	Glycolysis / Gluconeogenesis
659361	XP_008200880	K00873	map00620	Pyruvate metabolism
659361	XP_008200880	K00873	map01100	
659361	XP_008200880	K00873	map01110	Biosynthesis of secondary metabolites
659361	XP_008200880	K00873	map01120	Microbial metabolism in diverse environments
659361	XP_008200880	K00873	map01200	Carbon metabolism
659361	XP_008200880	K00873	map01230	Biosynthesis of amino acids
659361	XP_008200880	K00873	map04922	Glucagon signaling pathway
659361	XP_008200880	K00873	map04930	Type II diabetes mellitus
659361	XP_008200880	K00873	map05165	Human papillomavirus infection
659361	XP_008200880	K00873	map05203	Viral carcinogenesis
659361	XP_008200880	K00873	map05230	Central carbon metabolism in cancer
659362	XP_008200970	K24060		
659363	XP_970769	K03958	map00190	Oxidative phosphorylation
659363	XP_970769	K03958	map01100	
659363	XP_970769	K03958	map04714	Thermogenesis
659363	XP_970769	K03958	map04723	Retrograde endocannabinoid signaling
659363	XP_970769	K03958	map04932	Non-alcoholic fatty liver disease
659363	XP_970769	K03958	map05010	Alzheimer disease
659363	XP_970769	K03958	map05012	Parkinson disease
659363	XP_970769	K03958	map05014	Amyotrophic lateral sclerosis
659363	XP_970769	K03958	map05016	Huntington disease
659363	XP_970769	K03958	map05020	Prion disease
659363	XP_970769	K03958	map05022	Pathways of neurodegeneration - multiple diseases
659363	XP_970769	K03958	map05208	Chemical carcinogenesis - reactive oxygen species
659363	XP_970769	K03958	map05415	Diabetic cardiomyopathy
659364	XP_970770			
659365	XP_015839811			
659367	NP_001298083	K01365	map04140	Autophagy - animal
659367	NP_001298083	K01365	map04142	Lysosome
659367	NP_001298083	K01365	map04145	Phagosome
659367	NP_001298083	K01365	map04210	Apoptosis
659367	NP_001298083	K01365	map04612	Antigen processing and presentation
659367	NP_001298083	K01365	map05205	Proteoglycans in cancer
659367	NP_001298083	K01365	map05323	Rheumatoid arthritis
659367	NP_001298083	K01365	map05418	Fluid shear stress and atherosclerosis
659368	NP_001280534	K01049	map00564	Glycerophospholipid metabolism
659368	NP_001280534	K01049	map04725	Cholinergic synapse
659369	NP_001092297	K20730	map00511	Other glycan degradation
659369	NP_001092297	K20730	map00513	Various types of N-glycan biosynthesis
659369	NP_001092297	K20730	map01100	
659370	XP_008201719			
659371	XP_970777	K02960	map03010	Ribosome
659371	XP_970777	K02960	map05171	Coronavirus disease - COVID-19
659372	XP_970778	K10579	map04120	Ubiquitin mediated proteolysis
659375	NP_001161904	K10719	map00981	Insect hormone biosynthesis
659376	XP_970780			
659377	XP_970781	K12160	map03013	Nucleocytoplasmic transport
659377	XP_970781	K12160	map05418	Fluid shear stress and atherosclerosis
659379	XP_008191434	K17233		
659382	XP_008192042	K12188	map04144	Endocytosis
659383	XP_015834586	K07917		
659384	XP_008192807	K14575	map03008	Ribosome biogenesis in eukaryotes
659385	XP_970789	K13141		
659386	XP_008193030	K05754	map04138	Autophagy - yeast
659386	XP_008193030	K05754	map04144	Endocytosis
659386	XP_008193030	K05754	map04530	Tight junction
659386	XP_008193030	K05754	map04666	Fc gamma R-mediated phagocytosis
659386	XP_008193030	K05754	map04810	Regulation of actin cytoskeleton
659386	XP_008193030	K05754	map05100	Bacterial invasion of epithelial cells
659386	XP_008193030	K05754	map05130	Pathogenic Escherichia coli infection
659386	XP_008193030	K05754	map05131	Shigellosis
659386	XP_008193030	K05754	map05132	Salmonella infection
659386	XP_008193030	K05754	map05135	Yersinia infection
659388	XP_008193562	K24645		
659389	XP_008193940	K20694	map04624	Toll and Imd signaling pathway
659390	XP_008194271	K18283	map00230	Purine metabolism
659390	XP_008194271	K18283	map01100	
659390	XP_008194271	K18283	map04022	cGMP-PKG signaling pathway
659390	XP_008194271	K18283	map04740	Olfactory transduction
659390	XP_008194271	K18283	map04925	Aldosterone synthesis and secretion
659390	XP_008194271	K18283	map05032	Morphine addiction
659391	NP_001161084	K08664		
659392	XP_970796	K13356	map00073	Cutin, suberine and wax biosynthesis
659392	XP_970796	K13356	map01110	Biosynthesis of secondary metabolites
659392	XP_970796	K13356	map04146	Peroxisome
659392	XP_970796	K13356	map04212	Longevity regulating pathway - worm
659393	XP_970797	K13279	map04146	Peroxisome
659393	XP_970797	K13279	map04980	Cobalamin transport and metabolism
659393	XP_970797	K13279	map05146	Amoebiasis
659395	XP_970798	K20818		
659396	XP_008196309	K17083		
659397	XP_008195123	K20476		
659398	XP_008195300	K14947		
659399	XP_008195408	K13278		
659400	XP_008195523	K03123	map03022	Basal transcription factors
659400	XP_008195523	K03123	map05203	Viral carcinogenesis
659401	XP_008195605	K20472		
659402	XP_008196136			
659403	XP_008196480	K11064		
659404	XP_008196646			
659405	XP_008197080	K11306		
659406	XP_008196943	K20306		
659407	XP_008197381	K00683		
659408	XP_015838809			
659409	XP_008197724	K25192		
659410	XP_970811	K08497	map04130	SNARE interactions in vesicular transport
659411	NP_001076792			
659412	XP_970813	K15109	map04714	Thermogenesis
659413	XP_008198204	K03439		
659414	XP_015839266			
659416	XP_970817	K08886		
659417	XP_015833503			
659418	XP_015835575	K10106	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
659418	XP_015835575	K10106	map01100	
659418	XP_015835575	K10106	map01110	Biosynthesis of secondary metabolites
659418	XP_015835575	K10106	map01240	Biosynthesis of cofactors
659419	XP_015839288	K10408	map04814	Motor proteins
659419	XP_015839288	K10408	map05014	Amyotrophic lateral sclerosis
659419	XP_015839288	K10408	map05016	Huntington disease
659419	XP_015839288	K10408	map05022	Pathways of neurodegeneration - multiple diseases
659420	XP_970821	K13123		
659421	XP_008198126	K08823		
659425	XP_008200169			
659426	XP_970827	K06990		
659427	XP_015833113	K24935		
659428	XP_970829	K11807		
659429	XP_970830	K04523	map04141	Protein processing in endoplasmic reticulum
659429	XP_970830	K04523	map05014	Amyotrophic lateral sclerosis
659430	XP_008192558	K00993	map00440	Phosphonate and phosphinate metabolism
659430	XP_008192558	K00993	map00564	Glycerophospholipid metabolism
659430	XP_008192558	K00993	map00565	Ether lipid metabolism
659430	XP_008192558	K00993	map01100	
659430	XP_008192558	K00993	map01110	Biosynthesis of secondary metabolites
659431	NP_001107860	K15001		
659432	XP_015838023			
659433	XP_966427			
659434	XP_008190746	K05093	map01521	EGFR tyrosine kinase inhibitor resistance
659434	XP_008190746	K05093	map04010	MAPK signaling pathway
659434	XP_008190746	K05093	map04014	Ras signaling pathway
659434	XP_008190746	K05093	map04015	Rap1 signaling pathway
659434	XP_008190746	K05093	map04020	Calcium signaling pathway
659434	XP_008190746	K05093	map04144	Endocytosis
659434	XP_008190746	K05093	map04151	PI3K-Akt signaling pathway
659434	XP_008190746	K05093	map04550	Signaling pathways regulating pluripotency of stem cells
659434	XP_008190746	K05093	map04810	Regulation of actin cytoskeleton
659434	XP_008190746	K05093	map05200	Pathways in cancer
659434	XP_008190746	K05093	map05215	Prostate cancer
659434	XP_008190746	K05093	map05226	Gastric cancer
659434	XP_008190746	K05093	map05230	Central carbon metabolism in cancer
659435	XP_008200713	K22388		
659436	XP_008200856	K09203	map04371	Apelin signaling pathway
659436	XP_008200856	K09203	map04912	GnRH signaling pathway
659436	XP_008200856	K09203	map04928	Parathyroid hormone synthesis, secretion and action
659436	XP_008200856	K09203	map04933	AGE-RAGE signaling pathway in diabetic complications
659436	XP_008200856	K09203	map05020	Prion disease
659436	XP_008200856	K09203	map05166	Human T-cell leukemia virus 1 infection
659437	XP_008200881	K08155	map04721	Synaptic vesicle cycle
659437	XP_008200881	K08155	map04726	Serotonergic synapse
659437	XP_008200881	K08155	map04728	Dopaminergic synapse
659437	XP_008200881	K08155	map05012	Parkinson disease
659437	XP_008200881	K08155	map05030	Cocaine addiction
659437	XP_008200881	K08155	map05031	Amphetamine addiction
659437	XP_008200881	K08155	map05034	Alcoholism
659438	XP_970835	K00128	map00010	Glycolysis / Gluconeogenesis
659438	XP_970835	K00128	map00053	Ascorbate and aldarate metabolism
659438	XP_970835	K00128	map00071	Fatty acid degradation
659438	XP_970835	K00128	map00280	Valine, leucine and isoleucine degradation
659438	XP_970835	K00128	map00310	Lysine degradation
659438	XP_970835	K00128	map00330	Arginine and proline metabolism
659438	XP_970835	K00128	map00340	Histidine metabolism
659438	XP_970835	K00128	map00380	Tryptophan metabolism
659438	XP_970835	K00128	map00410	beta-Alanine metabolism
659438	XP_970835	K00128	map00561	Glycerolipid metabolism
659438	XP_970835	K00128	map00620	Pyruvate metabolism
659438	XP_970835	K00128	map00625	Chloroalkane and chloroalkene degradation
659438	XP_970835	K00128	map00770	Pantothenate and CoA biosynthesis
659438	XP_970835	K00128	map00903	Limonene degradation
659438	XP_970835	K00128	map00981	Insect hormone biosynthesis
659438	XP_970835	K00128	map01100	
659438	XP_970835	K00128	map01110	Biosynthesis of secondary metabolites
659438	XP_970835	K00128	map01120	Microbial metabolism in diverse environments
659438	XP_970835	K00128	map01240	Biosynthesis of cofactors
659438	XP_970835	K00128	map04936	Alcoholic liver disease
659439	XP_008198786			
659440	XP_008198840	K27896		
659441	NP_001164001	K01365	map04140	Autophagy - animal
659441	NP_001164001	K01365	map04142	Lysosome
659441	NP_001164001	K01365	map04145	Phagosome
659441	NP_001164001	K01365	map04210	Apoptosis
